stamp_sec,receive_sec,x,y,z,qx,qy,qz,qw,yaw_rad
0.197,1789944837.34,-9.03881,-9.13652,0.15,0,0,0.707108079859,0.707105482511,1.5708
0.217,1789944837.36,-9.03881,-9.13652,0.147942,0,0,0.707108079859,0.707105482511,1.5708
0.237,1789944837.38,-9.03881,-9.13652,0.141964,0,0,0.707108079859,0.707105482511,1.5708
0.257,1789944837.4,-9.03881,-9.13652,0.132066,0,0,0.707108079859,0.707105482511,1.5708
0.277,1789944837.42,-9.03881,-9.13652,0.118248,1.07931569706e-22,-1.07931175765e-22,0.707108079859,0.707105482511,1.5708
0.297,1789944837.44,-9.03881,-9.13652,0.10051,-2.4922778929e-29,2.49002030498e-29,0.707108079859,0.707105482511,1.5708
0.317,1789944837.46,-9.03881,-9.13652,0.078852,-1.32146939029e-32,-1.09395462268e-32,0.707108079859,0.707105482511,1.5708
0.337,1789944837.48,-9.03881,-9.13652,0.053274,-1.3234259559e-32,-1.09390113535e-32,0.707108079859,0.707105482511,1.5708
0.357,1789944837.5,-9.03881,-9.13652,0.023776,2.26089909575e-23,-2.26089127731e-23,0.707108079859,0.707105482511,1.5708
0.377,1789944837.52,-9.03881000364,-9.13651875093,0.0249952027175,-1.76608211716e-05,1.76788801622e-05,0.707108072326,0.707105489603,1.57079997932
0.397,1789944837.54,-9.03881001093,-9.13652000136,0.0250000000676,1.70575516065e-11,-1.57814300914e-10,0.707108060068,0.707105502302,1.57079994402
0.417,1789944837.56,-9.038810018,-9.13652196211,0.0249921562143,2.77067091184e-05,-2.77206186382e-05,0.707108047608,0.707105513677,1.57079991032
0.437,1789944837.58,-9.03881002263,-9.13651875389,0.0249952027175,-1.76608998754e-05,1.76789092777e-05,0.70710803814,0.707105523789,1.57079988262
0.457,1789944837.61,-9.03881002992,-9.13652000433,0.0250000000676,1.70575768887e-11,-1.57814296273e-10,0.707108025912,0.707105536459,1.57079984741
0.477,1789944837.63,-9.03881003698,-9.13652196508,0.0249921562143,2.77067078634e-05,-2.77206198783e-05,0.707108013453,0.707105547832,1.57079981371
0.497,1789944837.64,-9.03881004161,-9.13651875686,0.0249952027175,-1.7660899134e-05,1.76789100052e-05,0.707108003985,0.707105557945,1.57079978602
0.517,1789944837.67,-9.0388100489,-9.1365200073,0.0250000000676,1.7057599352e-11,-1.57814292065e-10,0.707107991757,0.707105570614,1.57079975081
0.537,1789944837.69,-9.03881005597,-9.13652196805,0.0249921562143,2.77067066171e-05,-2.77206211276e-05,0.707107979298,0.707105581987,1.5707997171
0.557,1789944837.71,-9.0388100606,-9.13651875983,0.0249952027175,-1.76608983925e-05,1.76789107325e-05,0.70710796983,0.707105592099,1.57079968941
0.577,1789944837.73,-9.03881006788,-9.13652001027,0.0250000000676,1.70576210157e-11,-1.57814288653e-10,0.707107957603,0.707105604769,1.5707996542
0.597,1789944837.75,-9.03881007495,-9.13652197102,0.0249921562143,2.77067053707e-05,-2.77206223767e-05,0.707107945143,0.707105616142,1.5707996205
0.617,1789944837.77,-9.03881007958,-9.1365187628,0.0249952027175,-1.7660897651e-05,1.76789114598e-05,0.707107935676,0.707105626254,1.57079959281
0.637,1789944837.79,-9.03881008687,-9.13652001324,0.0250000000676,1.7057643147e-11,-1.57814285366e-10,0.707107923448,0.707105638923,1.5707995576
0.657,1789944837.81,-9.03881009393,-9.13652197399,0.0249921562143,2.77067041244e-05,-2.77206236258e-05,0.707107910989,0.707105650296,1.5707995239
0.677,1789944837.83,-9.03881009856,-9.13651876577,0.0249952027175,-1.76608969095e-05,1.76789121871e-05,0.707107901522,0.707105660408,1.57079949621
0.697,1789944837.85,-9.03881010585,-9.13652001621,0.0250000000676,1.70576656781e-11,-1.57814280918e-10,0.707107889295,0.707105673077,1.570799461
0.717,1789944837.87,-9.03881011292,-9.13652197696,0.0249921562143,2.77067028781e-05,-2.7720624875e-05,0.707107876836,0.70710568445,1.5707994273
0.737,1789944837.89,-9.03881011754,-9.13651876874,0.0249952027175,-1.76608961681e-05,1.76789129144e-05,0.707107867368,0.707105694561,1.57079939961
0.757,1789944837.91,-9.03881012483,-9.13652001918,0.0250000000676,1.70576878127e-11,-1.57814276798e-10,0.707107855141,0.70710570723,1.5707993644
0.777,1789944837.93,-9.0388101319,-9.13652197993,0.0249921562143,2.77067016318e-05,-2.77206261241e-05,0.707107842682,0.707105718603,1.5707993307
0.797,1789944837.95,-9.03881013652,-9.13651877171,0.0249952027175,-1.76608954266e-05,1.76789136417e-05,0.707107833215,0.707105728715,1.57079930301
0.817,1789944837.97,-9.03881014381,-9.13652002215,0.0250000000676,1.70577095036e-11,-1.57814274209e-10,0.707107820989,0.707105741383,1.5707992678
0.837,1789944837.99,-9.03881015088,-9.1365219829,0.0249921562143,2.77067003855e-05,-2.77206273732e-05,0.70710780853,0.707105752756,1.5707992341
0.857,1789944838.01,-9.03881015551,-9.13651877468,0.0249952027175,-1.76608946851e-05,1.7678914369e-05,0.707107799063,0.707105762867,1.57079920641
0.877,1789944838.03,-9.03881016279,-9.13652002512,0.0250000000676,1.7057732038e-11,-1.57814269327e-10,0.707107786836,0.707105775535,1.5707991712
0.897,1789944838.05,-9.03881016986,-9.13652198587,0.0249921562143,2.77066991392e-05,-2.77206286223e-05,0.707107774378,0.707105786908,1.5707991375
0.917,1789944838.07,-9.03881017449,-9.13651877765,0.0249952027175,-1.76608939437e-05,1.76789150963e-05,0.707107764911,0.707105797019,1.57079910981
0.937,1789944838.09,-9.03881018178,-9.13652002809,0.0250000000676,1.70577539931e-11,-1.57814266559e-10,0.707107752684,0.707105809687,1.57079907461
0.957,1789944838.11,-9.03881018884,-9.13652198884,0.0249921562143,2.77066978929e-05,-2.77206298714e-05,0.707107740226,0.70710582106,1.57079904091
0.977,1789944838.13,-9.03881019347,-9.13651878062,0.0249952027175,-1.76608932023e-05,1.76789158235e-05,0.707107730759,0.707105831171,1.57079901322
0.997,1789944838.15,-9.03881020076,-9.13652003106,0.0250000000676,1.70577761786e-11,-1.57814262381e-10,0.707107718533,0.707105843839,1.57079897801
1.017,1789944838.17,-9.03881020783,-9.13652199181,0.0249921562143,2.77066966467e-05,-2.77206311204e-05,0.707107706074,0.707105855211,1.57079894431
1.037,1789944838.19,-9.03881021245,-9.13651878359,0.0249952027175,-1.76608924608e-05,1.76789165508e-05,0.707107696608,0.707105865322,1.57079891662
1.057,1789944838.21,-9.03881021974,-9.13652003403,0.0250000000676,1.70577983573e-11,-1.57814258156e-10,0.707107684382,0.70710587799,1.57079888142
1.077,1789944838.23,-9.03881022681,-9.13652199478,0.0249921562143,2.77066954005e-05,-2.77206323694e-05,0.707107671924,0.707105889362,1.57079884772
1.097,1789944838.25,-9.03881023143,-9.13651878657,0.0249952027175,-1.76608917195e-05,1.76789172781e-05,0.707107662457,0.707105899473,1.57079882003
1.117,1789944838.27,-9.03881023872,-9.136520037,0.0250000000676,1.70578206478e-11,-1.57814254876e-10,0.707107650231,0.707105912141,1.57079878483
1.137,1789944838.29,-9.03881024579,-9.13652199775,0.0249921562143,2.77066941542e-05,-2.77206336184e-05,0.707107637773,0.707105923513,1.57079875113
1.157,1789944838.31,-9.03881025041,-9.13651878954,0.0249952027175,-1.7660890978e-05,1.76789180053e-05,0.707107628307,0.707105933624,1.57079872344
1.177,1789944838.33,-9.0388102577,-9.13652003997,0.0250000000676,1.70578424911e-11,-1.5781425159e-10,0.707107616081,0.707105946291,1.57079868823
1.197,1789944838.35,-9.03881026477,-9.13652200072,0.0249921562143,2.7706692908e-05,-2.77206348674e-05,0.707107603623,0.707105957663,1.57079865454
1.217,1789944838.37,-9.03881026939,-9.13651879251,0.0249952027175,-1.76608902366e-05,1.76789187326e-05,0.707107594157,0.707105967774,1.57079862685
1.237,1789944838.39,-9.03881027668,-9.13652004294,0.0250000000676,1.70578646631e-11,-1.5781424748e-10,0.707107581931,0.707105980441,1.57079859164
