time_sec,gt_pose_x,gt_velocidad_x,gt_aceleracion_x,tray_pose_x,tray_velocidad_x,tray_aceleracion_x,gt_pose_y,gt_velocidad_y,gt_aceleracion_y,tray_pose_y,tray_velocidad_y,tray_aceleracion_y,gt_pose_z,gt_velocidad_z,gt_aceleracion_z,tray_pose_z,tray_velocidad_z,tray_aceleracion_z,gt_pose_yaw,gt_velocidad_yaw,gt_aceleracion_yaw,tray_pose_yaw,tray_velocidad_yaw,tray_aceleracion_yaw,error_pose_x,error_pose_y,error_pose_z,error_pose_yaw,error_velocidad_x,error_velocidad_y,error_velocidad_z,error_velocidad_yaw,error_aceleracion_x,error_aceleracion_y,error_aceleracion_z,error_aceleracion_yaw
1789944384.490000010,-8.666613590,0.012419885,0.062958686,-8.657136883,0.044207169,0.086532082,-10.770736044,0.026613226,0.092148492,-10.761268210,0.056101022,0.107368233,0.029909649,0.011799059,0.007615469,0.028642238,0.009564628,0.008925434,89.938569730,-0.339802409,-0.924569078,89.882553957,-0.458977188,-0.898418134,0.009476706,0.009467834,-0.001267411,-0.056015773,0.031787285,0.029487795,-0.002234431,-0.119174780,0.023573396,0.015219741,0.001309965,0.026150943
1789944384.509999990,-8.666351313,0.013753447,0.066678097,-8.656226926,0.045935327,0.086381611,-10.770183807,0.028526247,0.095651017,-10.760114163,0.058245303,0.107181440,0.030147277,0.011962334,0.008163774,0.028836180,0.009742875,0.008909551,89.931788563,-0.359132142,-0.966486698,89.868382619,-0.485891047,-0.896074742,0.010124387,0.010069644,-0.001311097,-0.063405944,0.032181880,0.029719056,-0.002219460,-0.126758905,0.019703514,0.011530423,0.000745777,0.070411955
1789944384.529999971,-8.666061585,0.015161299,0.070392611,-8.655286377,0.047661538,0.086231080,-10.769592590,0.030507672,0.099071260,-10.758922148,0.060387167,0.106994572,0.030388417,0.012146202,0.009193376,0.029033317,0.009920915,0.008893662,89.924603972,-0.380538657,-1.070325733,89.868382619,-0.485891047,-0.896074742,0.010775208,0.010670442,-0.001355101,-0.056221353,0.032500240,0.029879496,-0.002225287,-0.105352390,0.015838469,0.007923312,-0.000299714,0.174250990
1789944384.549999952,-8.665742914,0.016644183,0.074144179,-8.654315236,0.049385804,0.086080489,-10.768961028,0.032557371,0.102484958,-10.757692165,0.062526616,0.106807630,0.030633223,0.012320393,0.008709562,0.029233649,0.010098747,0.008877766,89.917004560,-0.400478323,-0.996983304,89.848217031,-0.521695363,-0.892947725,0.011427679,0.011268863,-0.001399574,-0.068787529,0.032741621,0.029969245,-0.002221646,-0.121217040,0.011936311,0.004322671,0.000168205,0.104035579
1789944384.569999933,-8.665393798,0.018201891,0.077885402,-8.653313864,0.051107561,0.085929887,-10.768287762,0.034674491,0.105856002,-10.756424671,0.064662951,0.106620673,0.030881443,0.012496388,0.008799736,0.029437107,0.010276315,0.008861870,89.909023604,-0.420409830,-0.996575360,89.848217031,-0.521695363,-0.892947725,0.012079934,0.011863091,-0.001444336,-0.060806573,0.032905671,0.029988460,-0.002220072,-0.101285533,0.008044485,0.000764671,0.000062133,0.103627635
1789944384.589999914,-8.665012745,0.019834309,0.081620898,-8.652282262,0.052826812,0.085779273,-10.767571450,0.036858671,0.109208989,-10.755119664,0.066796174,0.106433702,0.031133149,0.012659868,0.008174007,0.029643690,0.010453618,0.008845972,89.900656309,-0.438620029,-0.910509911,89.832151229,-0.548470507,-0.890602107,0.012730483,0.012451785,-0.001489459,-0.068505081,0.032992504,0.029937504,-0.002206250,-0.109850479,0.004158375,-0.002775287,0.000671965,0.019907804
1789944384.609999895,-8.664598266,0.021540384,0.085303752,-8.651201408,0.054537987,0.085628972,-10.766810759,0.039108650,0.112498963,-10.753753600,0.068919375,0.106247119,0.031388087,0.012831776,0.008595411,0.029855144,0.010630077,0.008830107,89.891934549,-0.457714797,-0.954738411,89.815318402,-0.575119888,-0.888261356,0.013396858,0.013057160,-0.001532944,-0.076616147,0.032997604,0.029810725,-0.002201699,-0.117405092,0.000325219,-0.006251844,0.000234695,0.066477055
1789944384.630000114,-8.664148901,0.023319192,0.088940409,-8.650089508,0.056248256,0.085478519,-10.766004388,0.041423519,0.115743428,-10.752348988,0.071041450,0.106060348,0.031646693,0.013022523,0.009537330,0.030069900,0.010806437,0.008814226,89.882809178,-0.479034939,-1.066007104,89.815318402,-0.575119888,-0.888261356,0.014059393,0.013655400,-0.001576793,-0.067490776,0.032929065,0.029617931,-0.002216086,-0.096084949,-0.003461891,-0.009683080,-0.000723104,0.177745748
1789944384.650000095,-8.663663198,0.025170659,0.092573377,-8.648946589,0.057957578,0.085327917,-10.765151037,0.043803490,0.118998549,-10.750905864,0.073162347,0.105873392,0.031909082,0.013201286,0.008938150,0.030287954,0.010982692,0.008798329,89.873266579,-0.498907063,-0.993606229,89.791585704,-0.610614121,-0.885134104,0.014716609,0.014245173,-0.001621128,-0.081680875,0.032786919,0.029358858,-0.002218594,-0.111707057,-0.007245460,-0.013125157,-0.000139822,0.108472124
1789944384.670000076,-8.663139709,0.027093806,0.096157344,-8.647773716,0.059664350,0.085177308,-10.764249405,0.046248060,0.122228516,-10.749425572,0.075280079,0.105686427,0.032174942,0.013379088,0.008890126,0.030509102,0.011158678,0.008782431,89.863341430,-0.518741789,-0.991736272,89.791585704,-0.610614121,-0.885134104,0.015365994,0.014823834,-0.001665841,-0.071755726,0.032570544,0.029032019,-0.002220411,-0.091872332,-0.010980036,-0.016542089,-0.000107695,0.106602168
