receive_sec,t_act,trajectory_id,piece,x_pos,x_vel,x_acc,x_jerk,x_ratio,y_pos,y_vel,y_acc,y_jerk,y_ratio,z_pos,z_vel,z_acc,z_jerk,z_ratio,yaw_pos,yaw_vel,yaw_acc,yaw_jerk,yaw_ratio
1789944383.99,0,,0,-8.66826719678,6.71672696171e-07,0.090294338021,-0.00752453050061,0,-10.7757030882,0.00124942900016,0.112038669002,-0.00934089404529,0,0.0249921562138,0.00500264063776,0.00932255826648,-0.000794250135532,0,1.57076338746,-6.70592691904e-08,-0.0163621074428,0.00136350918641,0
1789944384.02,0.0300019215792,,0,-8.66822657283,0.00270628888644,0.0900685876438,-0.00752453050061,0.125008008333,-10.7756152211,0.00460660046761,0.111758424227,-0.00934089404529,0.125008008333,0.025146437162,0.00528197784535,0.00929872923586,-0.000794250135532,0.125008008333,1.57075602769,-0.000490348072768,-0.0163211995466,0.00136350918641,0.125008008333
1789944384.06,0.0700341165066,,0,-8.66804614372,0.00630590247291,0.0897673642016,-0.00752453050061,0.291808804167,-10.775341358,0.00907305030435,0.111384487773,-0.00934089404529,0.291808804167,0.0253653287771,0.00565358992695,0.00926693366274,-0.000794250135532,0.291808804167,1.57072333458,-0.0011426288866,-0.0162666152864,0.00136350918641,0.291808804167
1789944384.09,0.100024141371,,0,-8.66781669489,0.00899464454028,0.0895417033137,-0.00752453050061,0.416767258333,-10.7750192092,0.0124092737142,0.111104354089,-0.00934089404529,0.416767258333,0.025539043881,0.00593114836122,0.00924311407814,-0.000794250135532,0.416767258333,1.57068175812,-0.00162985197944,-0.0162257236063,0.00136350918641,0.416767258333
1789944384.12,0.129992634058,,0,-8.66750696358,0.0116746950725,0.0893162045117,-0.00752453050061,0.541635958333,-10.7745974719,0.01573470864,0.110824421618,-0.00934089404529,0.541635958333,0.0257209385345,0.00620779385245,0.00921931160248,-0.000794250135532,0.541635958333,1.5706256338,-0.00211550009182,-0.0161848612977,0.00136350918641,0.541635958333
1789944384.16,0.170005097985,,0,-8.6669684131,0.0152424331137,0.0890151295059,-0.00752453050061,0.708354558333,-10.7738792724,0.0201615894474,0.110450669432,-0.00934089404529,0.708354558333,0.025976699229,0.0065760454299,0.00918753169753,-0.000794250135532,0.708354558333,1.57052804602,-0.00276200478459,-0.0161303039354,0.00136350918641,0.708354558333
1789944384.19,0.200054988265,,0,-8.66647022349,0.01791393092,0.0887890181695,-0.00752453050061,0.833562445833,-10.7732235928,0.0234764028503,0.110169976565,-0.00934089404529,0.833562445833,0.026178453251,0.00685177117197,0.00916366456594,-0.000794250135532,0.833562445833,1.57043777144,-0.00324610307019,-0.0160893306303,0.00136350918641,0.833562445833
1789944384.22,0.230023279786,,0,-8.66589353658,0.0205714077008,0.0885635208047,-0.00752453050061,0.95843035,-10.7724706151,0.0267738149055,0.109890045878,-0.00934089404529,0.95843035,0.0263879005399,0.00712603393573,0.00913986224199,-0.000794250135532,0.95843035,1.57033327247,-0.00372766062605,-0.016048468582,0.00136350918641,0.95843035
1789944384.26,0.270040482283,,0,-8.66499949498,0.024109447288,0.0882624101401,-0.00752453050061,1.12516869583,-10.771311314,0.0311638280348,0.109516249425,-0.00934089404529,1.12516869583,0.026680374184,0.0074911497117,0.00910807857308,-0.000794250135532,1.12516869583,1.57017126666,-0.00436878370533,-0.0159939047581,0.00136350918641,1.12516869583
1789944384.29,0.300037920475,,0,-8.66423659575,0.0267537084437,0.0880366934654,-0.00752453050061,1.25015804167,-10.770327247,0.0344448327986,0.109236046488,-0.00934089404529,1.25015804167,0.026909183884,0.0077640114279,0.00908425309991,-0.000794250135532,1.25015804167,1.57003302443,-0.00484794647711,-0.015953002969,0.00136350918641,1.25015804167
1789944384.32,0.330016821623,,0,-8.66339502204,0.0293895702204,0.087811116333,-0.00752453050061,1.37507011667,-10.7692455837,0.0377154116032,0.108956016778,-0.00934089404529,1.37507011667,0.0271460189891,0.00803599041505,0.00906044235611,-0.000794250135532,1.37507011667,1.5698805257,-0.00532558720966,-0.0159121264662,0.00136350918641,1.37507011667
1789944384.36,0.370044916868,,0,-8.66214834704,0.0328984520059,0.0875099238693,-0.00752453050061,1.54185375833,-10.7676487211,0.0420692278972,0.10858211878,-0.00934089404529,1.54185375833,0.0274749342502,0.00839802617982,0.00902865005291,-0.000794250135532,1.54185375833,1.5696546197,-0.00596142664629,-0.0158575478196,0.00136350918641,1.54185375833
1789944384.39,0.400033146143,,0,-8.66112246541,0.0355193376571,0.0872842764051,-0.00752453050061,1.66680477917,-10.7663383571,0.0453212149689,0.108302001761,-0.00934089404529,1.66680477917,0.0277308324561,0.00866842241711,0.00900483188526,-0.000794250135532,1.66680477917,1.5694687228,-0.00643635357702,-0.015816658572,0.00136350918641,1.66680477917
1789944384.42,0.429995715618,,0,-8.66001906903,0.0381312201723,0.0870588222311,-0.00752453050061,1.79164876667,-10.7649318451,0.0485620269535,0.108022124691,-0.00934089404529,1.79164876667,0.0279945990617,0.0089378736848,0.0089810341203,-0.000794250135532,1.79164876667,1.56926877956,-0.00690964906256,-0.0157758043503,0.00136350918641,1.79164876667
1789944384.46,0.470023602247,,0,-8.658423092,0.0416099751058,0.0867576309789,-0.00752453050061,1.9584317375,-10.76290157,0.0528784440145,0.107648228197,-0.00934089404529,1.9584317375,0.0283595498605,0.00929672945,0.00894924194497,-0.000794250135532,1.9584317375,1.56897957704,-0.00754002925633,-0.0157212259232,0.00136350918641,1.9584317375
1789944384.49,0.499998778105,,0,-8.65713688332,0.0442071694937,0.0865320818904,-0.00752453050061,2.08332828333,-10.76126821,0.0561010216151,0.1073682333,-0.00934089404529,2.08332828333,0.0286422378459,0.00956462768643,0.00892543416134,-0.000794250135532,2.08332828333,1.56874650665,-0.00801066312779,-0.0156803545022,0.00136350918641,2.08332828333
1789944384.52,0.52999484539,,0,-8.655771947,0.046799405951,0.0863063756145,-0.00752453050061,2.20831187083,-10.7595371393,0.0593174433921,0.107088043273,-0.00934089404529,2.20831187083,0.0289331508194,0.00983199823528,0.00890160978583,-0.000794250135532,2.20831187083,1.56849917014,-0.00848039857992,-0.0156394545975,0.00136350918641,2.20831187083
1789944384.56,0.570021510124,,0,-8.65382966529,0.0502479360584,0.0860051936325,-0.00752453050061,2.37508970833,-10.757077174,0.0635963396516,0.106714158287,-0.00934089404529,2.37508970833,0.0293338153785,0.0101876638825,0.00886981858902,-0.000794250135532,2.37508970833,1.56814721424,-0.00910530177708,-0.0155848778502,0.00136350918641,2.37508970833
1789944384.59,0.600046098232,,0,-8.65228226165,0.0528268120552,0.0857792729601,-0.00752453050061,2.50019201667,-10.7551196644,0.0667961743738,0.106433702109,-0.00934089404529,2.50019201667,0.0296436898147,0.0104536182318,0.00884597158294,-0.000794250135532,2.50019201667,1.56786681309,-0.00957261619975,-0.015543939095,0.00136350918641,2.50019201667
1789944384.62,0.630008339882,,0,-8.65066098131,0.0553935750672,0.085553821051,-0.00752453050061,2.62503475,-10.7530705675,0.0699809753713,0.10615382785,-0.00934089404529,2.62503475,0.0299608709167,0.0107183069832,0.00882217405705,-0.000794250135532,2.62503475,1.56757302484,-0.010037735646,-0.0155030852837,0.00136350918641,2.62503475
1789944384.66,0.670038044453,,0,-8.64837512959,0.0588122391826,0.0852526164502,-0.00752453050061,2.7918251125,-10.7501843017,0.0742227960625,0.105779914785,-0.00934089404529,2.7918251125,0.0303969811188,0.0110708195058,0.00879038047272,-0.000794250135532,2.7918251125,1.56715881112,-0.0106572268703,-0.0154485044378,0.00136350918641,2.7918251125
1789944384.69,0.700063169003,,0,-8.64657088828,0.0613685713364,0.0850266911804,-0.00752453050061,2.91692996667,-10.7479081112,0.0773946450004,0.1054994529,-0.00934089404529,2.91692996667,0.0307333430283,0.0113343941174,0.00876653298135,-0.000794250135532,2.91692996667,1.56683186878,-0.0111204561561,-0.0154075648495,0.00136350918641,2.91692996667
1789944384.72,0.73003578186,,0,-8.64469335452,0.0639136621449,0.0848011614676,-0.00752453050061,3.04181578333,-10.7455410467,0.080552541754,0.105219482057,-0.00934089404529,3.04181578333,0.0310769984158,0.0115967931089,0.00874272724292,-0.000794250135532,3.04181578333,1.56649164521,-0.011581648414,-0.0153666969395,0.00136350918641,3.04181578333
