epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786554563,0,2143736,12023016,2097092,0.00,0.00,0.00,0.00,17.78,0.00,0,0,15976,0.00,1,0,0,0,0,0,15976,ros2,2220916,code
1786554564,1,2140888,12025864,2097092,0.00,0.00,0.00,0.00,8.23,0.59,0,0,99516,32.00,2,0,0,0,0,61660,61660,python3,2223404,code
1786554565,2,2069716,12097036,2097092,0.00,0.00,0.00,0.36,9.02,0.06,0,0,204712,54.00,3,104308,0,0,0,62456,104308,global_map_serv,2222712,code
1786554566,3,2056104,12110648,2097092,0.00,0.00,0.00,0.30,10.37,0.06,0,0,209024,115.30,3,108612,0,0,0,62464,108612,global_map_serv,2222712,code
1786554567,4,2061768,12104984,2097092,0.00,0.00,0.00,0.30,10.08,0.00,0,0,210724,115.30,3,110308,0,0,0,62464,110308,global_map_serv,2222464,code
1786554568,5,2061908,12104844,2097092,0.00,0.00,0.00,0.24,10.09,0.06,0,0,211820,114.50,3,111392,0,0,0,62476,111392,global_map_serv,2222568,code
1786554569,6,2055688,12111064,2097092,0.00,0.00,0.00,0.24,10.83,0.00,0,0,216096,113.70,3,115636,0,0,0,62500,115636,global_map_serv,2222460,code
1786554570,7,2051428,12115324,2097092,0.00,0.00,0.00,0.20,5.79,0.00,0,0,216812,101.20,3,116348,0,0,0,62504,116348,global_map_serv,2222392,code
1786554571,8,2061036,12105716,2097092,0.00,0.00,0.00,0.20,4.00,0.06,0,0,216812,86.90,3,116348,0,0,0,62504,116348,global_map_serv,2222500,code
1786554572,9,2065000,12101752,2097092,0.00,0.00,0.00,0.16,3.76,0.00,0,0,216812,76.30,3,116348,0,0,0,62504,116348,global_map_serv,2222612,code
1786554573,10,2064252,12102500,2097092,0.00,0.00,0.00,0.16,3.31,0.00,0,0,216812,68.00,3,116348,0,0,0,62504,116348,global_map_serv,2222528,code
1786554574,11,2062816,12103936,2097092,0.00,0.00,0.00,0.13,3.64,0.06,0,0,216812,61.30,3,116348,0,0,0,62504,116348,global_map_serv,2222000,code
1786554576,13,2038792,12127960,2097092,0.00,0.00,0.00,0.13,7.00,0.00,0,0,217332,55.70,3,116636,0,0,0,62736,116636,global_map_serv,2222616,code
1786554577,14,2035796,12130956,2097092,0.00,0.00,0.00,0.11,3.88,0.06,0,0,217332,51.20,3,116636,0,0,0,62736,116636,global_map_serv,2222712,code
1786554578,15,2051620,12115132,2097092,0.00,0.00,0.00,0.11,3.65,0.00,0,0,217336,47.40,3,116640,0,0,0,62736,116640,global_map_serv,2222508,code
1786554579,16,2049872,12116880,2097092,0.00,0.00,0.00,0.09,3.70,0.00,0,0,217340,44.20,3,116644,0,0,0,62736,116644,global_map_serv,2222056,code
1786554580,17,2048368,12118384,2097092,0.00,0.00,0.00,0.09,3.93,0.06,0,0,217340,41.20,3,116644,0,0,0,62736,116644,global_map_serv,2222588,code
1786554581,18,2078556,12088196,2097092,0.00,0.00,0.00,0.07,10.09,0.00,0,0,217212,38.80,3,116580,0,0,0,62672,116580,global_map_serv,2224288,code
1786554582,19,2073936,12092816,2097092,0.00,0.00,0.00,0.06,3.70,0.00,0,0,217160,34.50,3,116580,0,0,0,62620,116580,global_map_serv,2223028,code
1786554583,20,2082340,12084412,2097092,0.00,0.00,0.00,0.06,4.94,0.06,0,0,217108,32.70,3,116528,0,0,0,62620,116528,global_map_serv,2220252,code
1786554584,21,2086212,12080540,2097092,0.00,0.00,0.00,0.04,3.88,0.00,0,0,217108,31.10,3,116528,0,0,0,62620,116528,global_map_serv,2220340,code
1786554585,22,2082216,12084536,2097092,0.00,0.00,0.00,0.04,3.52,0.00,0,0,217108,29.60,3,116528,0,0,0,62620,116528,global_map_serv,2220208,code
1786554586,23,2230400,11936352,2097092,0.00,0.00,0.00,0.03,5.92,0.06,0,0,0,0.00,0,0,0,0,0,0,0,none,2221820,code
1786554587,24,2147200,12019552,2097088,0.00,0.00,0.00,0.03,5.02,0.12,1,0,0,0.00,0,0,0,0,0,0,0,none,2221524,code
1786554588,25,2154232,12012520,2097088,0.00,0.00,0.00,0.03,3.82,0.00,0,0,0,0.00,0,0,0,0,0,0,0,none,2214532,code
1786554589,26,2156544,12010208,2097088,0.00,0.00,0.00,0.03,3.70,0.00,0,0,0,0.00,0,0,0,0,0,0,0,none,2214496,code
1786554591,28,2155240,12011512,2097088,0.00,0.00,0.00,0.02,3.89,0.06,0,0,0,0.00,0,0,0,0,0,0,0,none,2213608,code
