epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786621639,0,1712640,12454112,2096132,0.00,0.00,0.00,0.01,25.00,0.00,0,0,17960,0.00,1,0,0,0,0,0,17960,ros2,2335340,code
1786621640,1,1525072,12641680,2096132,0.00,0.00,0.00,0.01,33.74,3.11,0,0,659284,358.00,15,35736,168008,71384,0,0,84156,stereo,2335864,code
1786621641,2,1308012,12858740,2097148,0.36,0.18,0.36,0.37,30.03,0.46,0,259,781748,318.10,15,35908,283008,71384,0,0,141768,stereo,2335796,code
1786621642,3,1014988,13151764,2097148,0.36,0.18,0.36,0.37,41.00,0.39,0,0,865520,300.30,14,36172,394528,71384,0,0,197536,stereo,2334236,code
1786621643,4,880176,13286576,2097148,0.47,0.32,0.47,0.30,39.76,0.22,0,0,939928,291.10,13,36200,501200,68368,0,0,250640,stereo,2333568,code
1786621644,5,724512,13442240,2097148,0.47,0.32,0.47,0.30,31.72,0.06,0,0,1024952,285.00,13,35908,604692,54128,0,0,302492,stereo,2322856,code
1786621645,6,630276,13536476,2097148,0.57,0.45,0.57,0.24,30.48,0.06,0,0,1108820,279.80,13,34712,712800,48128,0,0,356792,stereo,2304412,code
1786621646,7,540432,13626320,2097148,0.65,0.55,0.46,0.20,29.02,0.06,0,0,1168216,275.90,13,29792,807968,40736,0,0,404096,stereo,2303376,code
1786621648,9,441456,13725296,2097148,0.65,0.55,0.46,0.20,31.13,0.28,0,0,1296076,272.50,13,24956,982940,34332,0,0,491504,stereo,2301872,code
1786621649,10,387944,13778808,2097148,0.53,0.45,0.56,0.16,20.93,0.23,0,0,1339396,257.20,13,24924,1027740,33916,0,0,516388,stereo,2301440,code
