epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786553450,0,2340776,11825976,2097004,0.00,0.00,0.00,0.00,20.41,0.00,0,0,16740,0.00,1,0,0,0,0,0,16740,ros2,2179304,code
1786553451,1,1973456,12193296,2097004,0.00,0.00,0.00,0.00,31.73,1.39,0,0,702436,36.00,15,35284,207000,71880,0,0,103900,stereo,2180904,code
1786553452,2,1605084,12561668,2097004,0.00,0.00,0.36,0.18,30.22,0.40,0,0,870688,587.00,15,35532,372056,71880,0,0,186468,stereo,2180472,code
1786553453,3,1321544,12845208,2097004,0.00,0.00,0.36,0.18,35.02,0.23,0,0,977420,280.60,13,35908,536488,71880,0,0,268780,stereo,2180492,code
1786553454,4,1172544,12994208,2097000,0.00,0.00,0.47,0.15,30.55,0.06,1,0,1141084,273.60,13,35916,700144,71880,0,0,350956,stereo,2177992,code
1786553455,5,1018292,13148460,2097000,0.00,0.00,0.47,0.15,29.83,0.00,0,0,1308124,268.10,13,35916,867184,71880,0,0,434104,stereo,2178136,code
1786553456,6,886192,13280560,2097000,0.00,0.00,0.39,0.12,26.47,0.06,0,0,1477564,257.90,13,36232,1033700,71880,0,0,516884,stereo,2177204,code
1786553457,7,851112,13315640,2097000,0.00,0.00,0.39,0.12,23.65,0.06,0,0,1520352,249.30,13,36536,1075884,71880,0,0,539544,stereo,2177204,code
1786553458,8,845780,13320972,2097000,0.00,0.00,0.86,0.10,32.34,0.00,0,0,1523220,259.90,13,39164,1076040,71880,0,0,538448,stereo,2174920,code
1786553459,9,832308,13334444,2097000,0.00,0.00,1.61,0.08,32.43,0.06,0,0,1519428,266.80,13,39320,1071836,71880,0,0,537704,stereo,2174976,code
1786553461,11,831256,13335496,2097000,0.00,0.00,1.61,0.08,32.11,0.00,0,0,1524368,274.30,13,39440,1076504,71880,0,0,539408,stereo,2174976,code
1786553462,12,831616,13335136,2097000,0.00,0.00,2.22,0.06,32.70,0.06,0,0,1525616,278.00,13,39444,1077492,71880,0,0,539796,stereo,2174976,code
1786553463,13,848416,13318336,2097000,0.00,0.00,2.22,0.06,32.59,0.06,0,0,1525344,282.00,13,39464,1077152,71864,0,0,540744,stereo,2174056,code
1786553464,14,834996,13331756,2097000,0.00,0.00,2.91,0.05,35.43,0.11,0,0,1523776,285.90,13,39484,1075372,71864,0,0,538192,stereo,2173952,code
1786553465,15,836996,13329756,2097000,0.00,0.00,2.91,0.05,33.56,0.29,0,0,1527496,270.30,13,39508,1079064,71864,0,0,540868,stereo,2174028,code
1786553466,16,811780,13354972,2097000,0.00,0.00,3.47,0.04,34.42,0.58,0,0,1529772,274.60,13,39744,1079260,71864,0,0,540888,stereo,2174020,code
1786553467,17,817868,13348884,2097000,0.00,0.00,3.47,0.04,33.91,0.00,0,0,1529792,278.50,13,39744,1079260,71864,0,0,540888,stereo,2174116,code
1786553468,18,817388,13349364,2097000,0.00,0.00,3.92,0.03,31.76,0.06,0,0,1525584,281.00,13,39748,1074944,71864,0,0,539988,stereo,2174148,code
