epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786620168,0,2076252,12090500,2096940,0.00,0.00,0.00,0.00,17.14,1.43,0,0,16488,0.00,1,0,0,0,0,0,16488,ros2,2261872,code
1786620169,1,1872076,12294676,2096884,0.00,0.00,0.00,0.54,27.29,2.55,14,0,640112,353.00,15,35696,153964,71388,0,0,77196,stereo,2262008,code
1786620170,2,1568264,12598488,2096872,0.00,0.00,0.00,0.54,32.12,0.75,3,0,766768,307.00,15,35748,269524,71388,0,0,135060,stereo,2261848,code
1786620171,3,1367228,12799524,2097148,0.00,0.00,0.54,0.62,26.36,0.35,0,69,882744,286.80,15,35764,385100,71388,0,0,192808,stereo,2263500,code
1786620173,5,1176420,12990332,2097148,0.00,0.00,0.54,0.62,31.53,0.17,0,0,997544,278.10,15,35932,498276,71388,0,0,249252,stereo,2258768,code
1786620174,6,1029208,13137544,2097148,0.00,0.00,0.44,0.51,33.83,0.17,0,0,1082252,274.80,14,36176,610580,71388,0,0,305632,stereo,2252752,code
1786620175,7,857144,13309608,2097148,0.18,0.18,0.90,0.41,39.17,0.40,0,0,1163776,270.60,13,36416,720904,71388,0,0,360668,stereo,2251292,code
1786620176,8,730280,13436472,2097148,0.18,0.18,0.90,0.41,32.05,0.11,0,0,1261260,234.50,13,35260,833136,69908,0,0,416668,stereo,2245192,code
1786620177,9,592952,13573800,2097148,0.32,0.32,0.92,0.34,33.14,0.17,0,0,1245144,236.60,13,23280,948076,34672,0,0,474048,stereo,2243308,code
1786620178,10,514696,13652056,2097148,0.32,0.32,0.92,0.34,28.82,0.35,0,0,1316940,232.70,13,24492,1011160,34212,0,0,519200,stereo,2238412,code
1786620179,11,491876,13674876,2097148,0.26,0.26,1.30,0.28,32.51,0.35,0,0,1344444,234.20,13,29524,1033436,34212,0,0,523580,stereo,2237976,code
