epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786552445,12,846528,13320224,2097032,0.00,0.00,0.98,0.13,35.73,0.06,0,0,1542048,253.20,13,38472,1094244,71588,0,0,553584,stereo,2095128,code
1786552446,13,851260,13315492,2096980,0.00,0.00,1.53,0.10,33.12,0.00,13,0,1543356,259.90,13,38476,1095484,71588,0,0,553036,stereo,2095248,code
1786552447,14,887120,13279632,2096980,0.00,0.00,2.34,0.08,33.45,0.00,0,0,1541864,264.80,13,38556,1093784,71588,0,0,552236,stereo,2094516,code
1786552448,15,871496,13295256,2096980,0.00,0.00,2.34,0.08,38.47,0.11,0,0,1544748,254.10,13,38560,1096664,71588,0,0,554128,stereo,2094788,code
1786552449,16,870688,13296064,2096980,0.00,0.00,3.54,0.07,46.03,0.11,0,0,1544552,265.70,13,38820,1094472,71588,0,0,552616,stereo,2094512,code
1786552450,17,875292,13291460,2096976,0.00,0.00,3.54,0.07,38.40,0.00,1,0,1548668,273.20,13,38856,1098256,71588,0,0,555416,stereo,2094584,code
1786552451,18,881104,13285648,2096976,0.00,0.00,4.35,0.05,37.66,0.06,0,0,1545052,277.50,13,38924,1093884,71588,0,0,551944,stereo,2094604,code
1786552452,19,878776,13287976,2096976,0.00,0.00,4.35,0.05,35.35,0.00,0,0,1546956,280.40,13,38940,1095708,71588,0,0,552716,stereo,2094800,code
1786552453,20,871776,13294976,2096976,0.00,0.00,4.65,0.04,34.81,0.00,0,0,1549728,282.90,13,38960,1098460,71588,0,0,555416,stereo,2094464,code
1786552455,22,867992,13298760,2096976,0.00,0.00,4.65,0.04,34.98,0.06,0,0,1548032,285.10,13,38980,1096744,71588,0,0,554600,stereo,2094516,code
1786552456,23,856608,13310144,2096976,0.00,0.00,4.89,0.03,37.97,0.06,0,0,1548384,288.60,13,39004,1097072,71588,0,0,553828,stereo,2094632,code
1786552457,24,848688,13318064,2096976,0.00,0.00,5.27,0.03,40.17,0.00,0,0,1549476,293.20,13,39024,1098144,71588,0,0,554844,stereo,2094276,code
1786552458,25,851572,13315180,2096976,0.00,0.00,5.27,0.03,35.82,0.06,0,0,1550832,295.90,13,39108,1099288,71588,0,0,555948,stereo,2094412,code
1786552459,26,855160,13311592,2096976,0.00,0.00,5.40,0.02,34.45,0.00,0,0,1549540,285.30,13,39132,1097972,71588,0,0,555184,stereo,2094432,code
1786552460,27,868844,13297908,2096976,0.00,0.00,5.40,0.02,34.79,0.00,0,0,1550356,286.10,13,39152,1098744,71588,0,0,555056,stereo,2094536,code
1786552461,28,847272,13319480,2096976,0.00,0.00,5.51,0.02,36.36,0.00,0,0,1549620,289.70,13,39156,1097948,71588,0,0,555056,stereo,2094384,code
1786552462,29,877464,13289288,2096976,0.00,0.00,5.51,0.02,39.55,0.06,0,0,1549988,291.80,13,39228,1097732,70476,0,0,554912,stereo,2091756,code
1786552463,30,868732,13298020,2096976,0.00,0.00,5.78,0.01,36.29,0.00,0,0,1551000,295.00,13,39228,1098740,70476,0,0,554040,stereo,2091908,code
1786552464,31,858960,13307792,2096976,0.00,0.00,5.78,0.01,36.41,0.06,0,0,1553080,298.00,13,39672,1100240,70476,0,0,553284,stereo,2091592,code
1786552466,33,853064,13313688,2096972,0.00,0.00,6.00,0.01,38.51,0.06,1,0,1557520,300.10,13,39780,1104572,70476,0,0,556272,stereo,2092316,code
1786552467,34,851404,13315348,2096972,0.00,0.00,6.00,0.01,36.14,0.06,0,0,1562680,303.20,13,41756,1107624,70476,0,0,558668,stereo,2092296,code
1786552468,35,849936,13316816,2096972,0.00,0.00,6.18,0.01,37.06,0.00,0,0,1571304,306.60,13,43568,1114372,70476,0,0,564420,stereo,2092452,code
1786552469,36,839016,13327736,2096972,0.00,0.00,6.33,0.00,40.61,0.00,0,0,1581300,310.20,13,48716,1119220,70476,0,0,568368,stereo,2092108,code
1786552470,37,834556,13332196,2096972,0.00,0.00,6.33,0.00,40.30,0.00,0,0,1586976,305.30,13,50888,1122724,70476,0,0,571868,stereo,2092172,code
1786552471,38,818632,13348120,2096972,0.00,0.00,6.27,0.00,39.22,0.06,0,0,1594588,309.10,13,54916,1126180,70476,0,0,574544,stereo,2092216,code
1786552472,39,812772,13353980,2096972,0.00,0.00,6.27,0.00,41.98,0.00,0,0,1603564,314.20,13,58828,1131244,70476,0,0,577252,stereo,2092308,code
1786552473,40,789532,13377220,2096972,0.00,0.00,6.22,0.00,42.78,0.00,0,0,1612000,318.20,13,63132,1135248,70476,0,0,580052,stereo,2092144,code
1786552474,41,789980,13376772,2096972,0.00,0.00,6.22,0.00,43.76,0.06,0,0,1625160,323.10,13,67576,1143964,70476,0,0,584192,stereo,2092192,code
1786552475,42,799744,13367008,2096972,0.00,0.00,6.36,0.00,44.89,0.00,0,0,1636200,327.50,13,74812,1147768,70476,0,0,586804,stereo,2092212,code
1786552476,43,793828,13372924,2096972,0.00,0.00,6.36,0.00,43.02,0.00,0,0,1644848,331.50,13,81768,1149332,70476,0,0,587220,stereo,2091840,code
1786552478,45,793536,13373216,2096972,0.00,0.00,6.66,0.00,48.57,0.00,0,0,1653816,337.00,13,85972,1154032,70476,0,0,589116,stereo,2092200,code
1786552479,46,774032,13392720,2096972,0.00,0.00,6.66,0.00,46.72,0.06,0,0,1661720,342.20,13,88628,1159216,70476,0,0,591800,stereo,2092212,code
1786552480,47,745748,13421004,2096972,0.00,0.00,6.72,0.00,46.56,0.00,0,0,1677356,347.40,13,97076,1166404,70476,0,0,596852,stereo,2092332,code
1786552481,48,750608,13416144,2096972,0.00,0.00,6.95,0.00,56.12,0.06,0,0,1688916,347.70,13,103228,1171980,70368,0,0,599248,stereo,2086356,code
1786552482,49,724020,13442732,2096972,0.00,0.00,6.95,0.00,55.67,0.00,0,0,1713024,354.90,13,111852,1187480,70352,0,0,604068,stereo,2086388,code
1786552483,50,726288,13440464,2096972,0.00,0.00,7.14,0.00,51.01,0.00,0,0,1724360,360.20,13,121920,1188748,70352,0,0,605292,stereo,2086404,code
1786552484,51,710044,13456708,2096972,0.00,0.00,7.14,0.00,46.63,0.06,0,0,1725076,364.10,13,123004,1188316,70352,0,0,604860,stereo,2086584,code
1786552485,52,701412,13465340,2096972,0.00,0.00,7.11,0.00,43.01,0.00,0,0,1727012,366.30,13,123640,1189624,70352,0,0,605760,stereo,2086020,code
1786552486,53,698476,13468276,2096972,0.00,0.00,7.11,0.00,40.48,0.06,0,0,1727476,368.50,13,123976,1189624,70352,0,0,605760,stereo,2086568,code
1786552487,54,653932,13512820,2096972,0.00,0.00,7.09,0.00,44.41,0.06,0,0,1728212,370.70,13,124620,1189716,70352,0,0,605852,stereo,2086320,code
1786552489,56,649464,13517288,2096972,0.00,0.00,7.09,0.00,41.94,0.00,0,0,1727968,372.90,13,125276,1188816,70352,0,0,604952,stereo,2085788,code
1786552490,57,636620,13530132,2096972,0.00,0.00,7.07,0.00,42.78,0.11,0,0,1729508,375.20,13,125916,1189716,70352,0,0,605852,stereo,2085632,code
1786552491,58,632448,13534304,2096972,0.00,0.00,7.07,0.00,41.98,0.00,0,0,1729252,377.30,13,126560,1188816,70352,0,0,604952,stereo,2085656,code
1786552492,59,632708,13534044,2096972,0.00,0.00,6.88,0.00,41.81,0.06,0,0,1729976,378.30,13,127216,1188884,70352,0,0,605020,stereo,2086232,code
1786552493,60,640556,13526196,2096972,0.00,0.00,6.90,0.00,43.56,0.06,0,0,1730356,374.80,13,127860,1188732,70248,0,0,604972,stereo,2084688,code
1786552494,61,638344,13528408,2096972,0.00,0.00,6.90,0.00,40.30,0.06,0,0,1730484,375.60,13,128508,1188212,70248,0,0,604360,stereo,2084872,code
1786552495,62,639424,13527328,2096972,0.00,0.00,6.74,0.00,40.46,0.00,0,0,1732604,378.00,13,129492,1189348,70248,0,0,605360,stereo,2083636,code
1786552496,63,626804,13539948,2096972,0.00,0.00,6.74,0.00,44.84,0.12,0,0,1733256,380.10,13,130144,1189348,70248,0,0,605360,stereo,2083988,code
1786552497,64,618612,13548140,2096972,0.00,0.00,7.14,0.00,56.51,0.06,0,0,1733704,381.30,13,130792,1189948,70004,0,0,606152,stereo,2083788,code
1786552498,65,618768,13547984,2096972,0.00,0.00,7.14,0.00,41.75,0.06,0,0,1733452,383.40,13,131440,1189048,70004,0,0,605252,stereo,2083400,code
1786552500,67,615728,13551024,2096972,0.00,0.00,7.12,0.00,40.80,0.00,0,0,1733336,385.50,13,132124,1188184,70004,0,0,604352,stereo,2083328,code
1786552501,68,597088,13569664,2096972,0.00,0.00,7.12,0.00,43.84,0.00,0,0,1734836,385.80,13,133080,1188872,69904,0,0,605132,stereo,2083460,code
1786552502,69,603044,13563708,2096972,0.00,0.00,7.10,0.00,40.82,0.06,0,0,1735568,388.00,13,133732,1188952,69904,0,0,605212,stereo,2082336,code
1786552503,70,605156,13561596,2096972,0.00,0.00,7.10,0.00,41.34,0.00,0,0,1737252,390.40,13,134416,1189952,69904,0,0,606112,stereo,2082344,code
1786552504,71,576312,13590440,2096972,0.00,0.00,7.08,0.00,44.83,0.06,0,0,1760672,386.80,13,150932,1196868,69892,0,0,610572,stereo,2082564,code
1786552505,72,579216,13587536,2096972,0.00,0.00,7.06,0.00,47.70,0.00,0,0,1759808,388.00,13,150936,1196000,69892,0,0,609640,stereo,2082100,code
1786552506,73,581180,13585572,2096972,0.00,0.00,7.06,0.00,44.37,0.06,0,0,1759852,389.20,13,150936,1196044,69892,0,0,608740,stereo,2082120,code
1786552507,74,645204,13521548,2096972,0.00,0.00,7.23,0.00,47.14,0.00,0,0,1759300,391.40,13,150936,1195480,69892,0,0,609076,stereo,2082140,code
1786552508,75,639780,13526972,2096972,0.00,0.00,7.23,0.00,42.41,0.06,0,0,1760460,392.70,13,150940,1196636,69892,0,0,609332,stereo,2082356,code
1786552509,76,645108,13521644,2096972,0.00,0.00,7.19,0.00,40.99,0.00,0,0,1760788,393.90,13,150940,1196964,69892,0,0,609372,stereo,2082128,code
1786552510,77,640564,13526188,2096964,0.00,0.00,7.19,0.00,42.43,0.00,3,0,1760176,395.90,13,150940,1196352,69892,0,0,609372,stereo,2082136,code
1786552512,79,653672,13513080,2096952,0.00,0.00,7.15,0.00,44.34,0.17,3,0,1761408,397.20,13,150940,1197584,69892,0,0,609372,stereo,2073472,code
1786552513,80,654896,13511856,2096952,0.00,0.00,7.15,0.00,44.04,0.00,0,0,1761760,398.30,13,150940,1197936,69892,0,0,609672,stereo,2073520,code
1786552514,81,660684,13506068,2096952,0.00,0.00,7.12,0.00,42.02,0.06,0,0,1760864,399.50,13,150944,1197036,69892,0,0,609672,stereo,2074544,code
1786552515,82,632004,13534748,2096952,0.00,0.00,7.10,0.00,51.31,0.06,0,0,1758820,399.50,13,150912,1195612,69500,0,0,608964,stereo,2095972,code
1786552516,83,619976,13546776,2096952,0.00,0.00,7.10,0.00,45.38,0.06,0,0,1759320,396.90,13,151348,1195612,69500,0,0,608964,stereo,2096328,code
1786552517,84,602048,13564704,2096952,0.00,0.00,7.62,0.00,56.24,0.12,0,0,1760536,398.00,13,151980,1196300,69468,0,0,608836,stereo,2106144,code
1786552518,85,597940,13568812,2096952,0.00,0.00,7.62,0.00,47.08,0.06,0,0,1760280,399.30,13,152624,1195400,69468,0,0,608836,stereo,2105244,code
1786552519,86,601552,13565200,2096952,0.00,0.00,7.69,0.00,42.44,0.00,0,0,1762164,400.40,13,153608,1196300,69468,0,0,608836,stereo,2104160,code
1786552520,87,616956,13549796,2096952,0.00,0.00,7.69,0.00,45.25,0.11,0,0,1762872,401.50,13,154260,1196356,69468,0,0,608836,stereo,2107308,code
1786552521,88,578056,13588696,2096952,0.00,0.00,7.57,0.00,54.13,0.06,0,0,1762192,402.40,13,154908,1195484,69012,0,0,608828,stereo,2126028,code
1786552523,90,586044,13580708,2096952,0.00,0.00,7.57,0.00,46.00,0.00,0,0,1762840,403.60,13,155552,1195484,69012,0,0,608828,stereo,2125560,code
1786552524,91,588148,13578604,2096952,0.00,0.00,7.64,0.00,41.70,0.06,0,0,1763492,404.80,13,156204,1195484,69012,0,0,608828,stereo,2125144,code
1786552525,92,585260,13581492,2096952,0.00,0.00,7.64,0.00,41.65,0.06,0,0,1764180,405.70,13,156848,1195516,69012,0,0,608828,stereo,2125116,code
1786552526,93,589828,13576924,2096952,0.00,0.00,7.53,0.00,44.11,0.00,0,0,1766044,406.90,13,157812,1196416,69012,0,0,609728,stereo,2121952,code
1786552527,94,605704,13561048,2096952,0.00,0.00,7.43,0.00,42.56,0.00,0,0,1766128,404.60,13,158460,1195852,69012,0,0,609164,stereo,2121840,code
1786552528,95,585632,13581120,2096952,0.00,0.00,7.43,0.00,55.36,0.29,0,0,1774312,405.70,13,161436,1201060,69012,0,0,610064,stereo,2132064,code
1786552529,96,579912,13586840,2096952,0.00,0.00,7.71,0.00,51.17,0.06,0,0,1779196,407.20,13,164304,1203072,69012,0,0,612764,stereo,2132004,code
1786552530,97,569816,13596936,2096952,0.00,0.00,7.71,0.00,63.36,0.00,0,0,1793172,410.40,13,167352,1214000,69012,0,0,618168,stereo,2137712,code
1786552531,98,537744,13629008,2096952,0.00,0.00,8.31,0.00,54.64,0.06,0,0,1808472,413.10,13,175448,1224592,66196,0,0,626940,stereo,2135000,code
1786552532,99,526908,13639844,2096952,0.00,0.00,8.31,0.00,50.66,0.00,0,0,1813468,415.50,13,181872,1226292,65748,0,0,628084,stereo,2134896,code
1786552534,101,517568,13649184,2096952,0.00,0.00,8.25,0.00,53.54,0.11,0,0,1781608,417.10,13,189160,1206188,55420,0,0,619148,stereo,2146020,code
1786552535,102,497496,13669256,2096952,0.00,0.00,8.25,0.00,61.48,0.06,0,0,1781884,418.70,13,196336,1206232,50128,0,0,619548,stereo,2149120,code
