epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib,orb_pss_anon_kib,orb_pss_file_kib,orb_pss_shmem_kib
1787230313,0,7147280,7019472,1583492,0.00,0.00,0.00,0.00,15.56,0.00,0,0,16568,0.00,1,0,0,0,0,0,16568,ros2,843676,chrome,20571,0,0,0,0,0,0,0,0
1787230314,1,6729476,7437276,1583492,0.00,0.00,0.00,0.00,37.21,0.06,1,0,772188,375.00,12,38356,131680,72000,197980,66184,197980,rviz2,843676,chrome,429787,19012,90335,29316,116731,41238,69320,20418,597
1787230315,2,6541372,7625380,1583492,0.00,0.00,0.00,0.00,17.16,0.00,0,0,772908,136.20,12,38376,131740,72000,198008,66276,198008,rviz2,843676,chrome,416056,18899,90216,29298,103902,41130,69380,20227,608
1787230316,3,6441320,7725432,1583492,0.00,0.00,0.18,0.00,15.65,0.54,0,0,741816,104.90,11,38324,131688,72000,197956,66224,197956,rviz2,843676,chrome,404736,19036,90357,29296,103370,41245,69380,20372,604
1787230317,4,6420528,7746224,1583492,0.00,0.00,0.32,0.00,12.89,0.00,0,0,754912,97.00,11,38776,140752,72000,198936,66620,198936,rviz2,843676,chrome,418826,19387,101271,29296,104199,41540,78888,21553,829
1787230319,6,6416816,7749936,1583492,0.00,0.00,0.32,0.00,15.40,0.05,0,0,757132,97.80,11,38780,142840,72000,198944,66620,198944,rviz2,843676,chrome,419736,19389,102181,29296,104192,41538,79800,21551,829
1787230320,7,6415604,7751148,1583492,0.00,0.00,0.45,0.00,15.69,0.00,0,0,757212,98.20,11,38716,143284,72000,199028,66556,199028,rviz2,843676,chrome,418243,19383,100591,29296,104334,41531,78216,21551,823
1787230321,8,6426932,7739820,1583492,0.00,0.00,0.45,0.00,15.22,0.00,0,0,758044,97.10,11,38716,144116,72000,199028,66556,199028,rviz2,843676,chrome,413989,19224,99768,29263,103923,41307,79456,19506,805
1787230322,9,6259504,7907248,1583492,0.00,0.00,1.09,0.00,30.47,0.05,0,0,1032600,247.00,16,39876,277812,72000,200200,67672,200200,rviz2,849336,chrome,543971,19289,178688,28442,104286,41713,151472,25822,1393
1787230323,10,6227124,7939628,1583492,0.00,0.00,1.43,0.00,16.51,0.00,0,0,1036732,181.70,16,39940,284580,72000,200272,67672,200272,rviz2,849336,chrome,544404,19664,187740,28449,104659,41970,160336,26012,1392
1787230325,12,6204420,7962332,1583492,0.00,0.00,1.43,0.00,22.68,0.05,0,0,1017480,185.10,15,40444,290468,72000,200600,67884,200600,rviz2,849336,chrome,546100,19695,189265,28449,104659,41982,161904,26012,1348
1787230326,13,6213480,7953272,1583492,0.00,0.00,1.90,0.00,22.22,0.00,4,0,1018428,187.50,15,40512,291080,72000,200744,67884,200744,rviz2,849336,chrome,545860,19709,188846,28449,104804,41983,161504,26012,1329
1787230327,14,6220808,7945944,1583492,0.00,0.00,1.90,0.00,20.18,0.00,0,0,1018352,165.30,15,40448,290568,72000,201436,67820,201436,rviz2,849336,chrome,548306,19700,190063,28449,106032,41978,162708,26012,1343
1787230328,15,6205232,7961520,1583492,0.00,0.00,2.10,0.00,24.69,0.05,0,0,1019160,168.10,15,40448,290212,72000,201996,67820,201996,rviz2,849336,chrome,545288,19606,188882,28435,105878,41544,161724,25836,1321
