epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786552180,0,1850176,12316576,2096856,0.00,0.00,0.00,0.00,20.29,1.45,0,0,16428,0.00,1,0,0,0,0,0,16428,ros2,2134108,code
1786552181,1,1585444,12581308,2096856,0.00,0.00,0.36,0.18,26.80,1.04,0,0,653296,58.00,15,35512,164500,71520,0,0,82652,stereo,2134764,code
1786552182,2,1296516,12870236,2096828,0.00,0.00,0.36,0.18,35.26,0.17,3,0,776812,599.50,15,35712,276256,71520,0,0,138160,stereo,2134524,code
1786552183,3,1068168,13098584,2097148,0.00,0.00,0.47,0.14,35.54,0.12,0,80,864160,435.00,14,35988,391372,71520,0,0,195816,stereo,2134060,code
1786552184,4,880144,13286608,2097148,0.00,0.00,0.47,0.14,37.19,0.06,0,0,946512,282.80,13,36196,502464,71520,0,0,251836,stereo,2129276,code
1786552185,5,765652,13401100,2097148,0.18,0.18,0.57,0.12,27.69,0.06,0,0,1059244,277.30,13,36196,615196,71520,0,0,307604,stereo,2126716,code
1786552186,6,666036,13500716,2097148,0.18,0.18,0.57,0.12,27.16,0.00,0,0,1174388,273.40,13,36196,731108,71520,0,0,365804,stereo,2125676,code
1786552187,7,556148,13610604,2097148,0.32,0.32,0.46,0.09,28.13,0.06,0,0,1288744,270.50,13,36016,846352,71264,0,0,423328,stereo,2122112,code
1786552188,8,417168,13749584,2097148,0.32,0.32,0.46,0.09,29.46,0.29,0,0,1431172,272.60,13,32092,1027800,64088,0,0,514076,stereo,2111472,code
1786552190,10,345616,13821136,2097148,0.45,0.45,0.74,0.08,21.54,0.70,0,0,1364152,253.60,13,28692,1030992,34448,0,0,516424,stereo,2106600,code
