epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786621983,0,1849964,12316788,2097128,0.00,0.00,0.00,0.00,27.14,0.00,0,0,16076,0.00,1,0,0,0,0,0,16076,ros2,2332208,code
1786621984,1,1652588,12514164,2097128,0.00,0.00,0.00,0.00,30.38,1.55,0,0,621852,353.00,15,35664,154116,71352,0,0,77064,stereo,2331992,code
1786621985,2,1347464,12819288,2097128,0.00,0.00,0.54,0.36,33.99,0.95,0,0,765592,316.50,15,35888,268768,71352,0,0,134432,stereo,2331972,code
1786621986,3,1081464,13085288,2097128,0.00,0.00,0.54,0.36,35.31,0.44,0,0,880868,307.00,15,36220,383008,71352,0,0,191832,stereo,2332000,code
1786621988,5,836308,13330444,2097128,0.00,0.00,0.62,0.29,43.64,0.34,0,0,934872,291.20,13,36528,492664,71352,0,0,246888,stereo,2318664,code
1786621989,6,745444,13421308,2097128,0.18,0.18,0.69,0.24,30.21,0.00,0,0,1047884,284.20,13,36540,605664,71352,0,0,303732,stereo,2318284,code
1786621990,7,656044,13510708,2097128,0.18,0.18,0.69,0.24,29.79,0.11,0,0,1162984,280.00,13,36540,721548,71352,0,0,361016,stereo,2312708,code
1786621991,8,541872,13624880,2097128,0.14,0.14,0.56,0.19,29.69,0.11,0,0,1217404,241.70,13,35056,810248,52540,0,0,405240,stereo,2311936,code
1786621992,9,411260,13755492,2097128,0.14,0.14,0.56,0.19,32.13,0.34,0,0,1351344,241.00,13,30864,981780,36808,0,0,491052,stereo,2294284,code
1786621993,10,396904,13769848,2097128,0.30,0.30,0.64,0.16,18.09,0.11,0,0,1370188,224.20,13,31288,998172,36808,0,0,499148,stereo,2293360,code
