epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786553131,0,2341020,11825732,2096816,0.00,0.00,0.00,0.64,21.24,0.00,0,0,16376,0.00,1,0,0,0,0,0,16376,ros2,2175528,code
1786553132,1,2275352,11891400,2096816,0.00,0.00,0.00,0.52,20.62,0.90,0,0,431348,103.00,15,35148,42836,19196,0,0,38984,ros2,2176880,code
1786553133,2,2022312,12144440,2096816,0.00,0.00,0.72,0.79,40.29,0.54,0,0,674992,733.00,15,35384,182252,71828,0,0,91268,stereo,2176072,code
1786553135,4,1870540,12296212,2096816,0.00,0.00,0.72,0.79,31.37,0.33,0,0,737876,513.60,15,35384,240964,71828,0,0,120572,stereo,2176080,code
1786553136,5,1654908,12511844,2096816,0.00,0.00,0.77,0.64,36.73,0.11,0,0,798080,443.90,15,35636,298416,71828,0,0,149520,stereo,2176376,code
1786553137,6,1440656,12726096,2097148,0.00,0.00,0.77,0.64,40.91,0.11,0,83,840980,324.60,14,35864,372312,71828,0,0,186428,stereo,2176292,code
1786553138,7,1328868,12837884,2097148,0.00,0.00,0.99,0.53,29.24,0.00,0,0,939688,307.10,13,36016,497812,71828,0,0,249260,stereo,2175856,code
1786553139,8,1211220,12955532,2097148,0.00,0.00,0.81,0.43,23.10,0.06,0,0,1107356,298.10,13,35888,666632,71828,0,0,333660,stereo,2175976,code
1786553140,9,1081364,13085388,2097148,0.00,0.00,0.81,0.43,24.11,0.00,0,0,1274140,290.00,13,35888,833416,71828,0,0,417780,stereo,2176208,code
1786553141,10,864536,13302216,2097148,0.18,0.18,0.85,0.35,22.95,0.12,0,0,1473676,283.00,13,36220,1029672,71828,0,0,517128,stereo,2176068,code
1786553142,11,829344,13337408,2097148,0.18,0.18,0.85,0.35,26.99,0.06,0,0,1530492,281.10,13,38040,1083676,71828,0,0,545376,stereo,2175536,code
1786553143,12,822100,13344652,2097148,0.14,0.14,1.42,0.29,30.46,0.00,0,0,1534708,285.60,13,38064,1087660,71828,0,0,547324,stereo,2176084,code
1786553145,14,814852,13351900,2097148,0.14,0.14,1.42,0.29,29.76,0.06,0,0,1534664,287.10,13,38268,1087180,71828,0,0,546736,stereo,2176064,code
1786553146,15,812640,13354112,2097148,0.12,0.12,2.06,0.23,29.94,0.00,0,0,1535296,290.00,13,38280,1087720,71828,0,0,545288,stereo,2175528,code
1786553147,16,795448,13371304,2097148,0.12,0.12,2.06,0.23,35.46,0.54,0,0,1538696,294.40,13,38576,1089052,71828,0,0,548192,stereo,2175572,code
1786553148,17,746476,13420276,2097148,0.09,0.09,2.78,0.19,33.31,0.12,0,0,1541184,297.30,13,38588,1091464,71828,0,0,549092,stereo,2173144,code
1786553149,18,739404,13427348,2097148,0.09,0.09,2.78,0.19,30.27,0.00,0,0,1540048,280.40,13,38716,1089776,71828,0,0,548240,stereo,2173120,code
1786553150,19,743644,13423108,2097148,0.08,0.08,3.18,0.15,29.79,0.00,0,0,1540204,283.70,13,38716,1089932,71828,0,0,547496,stereo,2172544,code
1786553151,20,753608,13413144,2097148,0.08,0.08,3.18,0.15,31.25,0.06,0,0,1538876,285.10,13,38732,1088524,71828,0,0,546068,stereo,2172544,code
1786553152,21,721644,13445108,2097148,0.06,0.06,3.51,0.12,31.18,0.00,0,0,1538968,287.40,13,38360,1091992,70952,0,0,548552,stereo,2172480,code
1786553153,22,718420,13448332,2097148,0.05,0.05,3.78,0.10,29.61,0.06,0,0,1536936,289.00,13,38420,1089600,70952,0,0,545980,stereo,2172348,code
1786553154,23,714628,13452124,2097148,0.05,0.05,3.78,0.10,32.60,0.00,0,0,1538612,292.10,13,38424,1091272,70952,0,0,548552,stereo,2172020,code
1786553155,24,716616,13450136,2097148,0.04,0.04,4.18,0.08,32.89,0.06,0,0,1539732,294.10,13,38440,1092376,70952,0,0,549524,stereo,2172544,code
1786553157,26,714116,13452636,2097148,0.04,0.04,4.18,0.08,31.61,0.06,0,0,1539964,296.20,13,38472,1092576,70952,0,0,548824,stereo,2172544,code
1786553158,27,722200,13444552,2097148,0.03,0.03,4.33,0.07,31.48,0.00,0,0,1541012,296.50,13,38492,1093476,70952,0,0,549724,stereo,2172068,code
1786553159,28,725860,13440892,2097148,0.03,0.03,4.33,0.07,29.98,0.06,0,0,1539312,297.50,13,38492,1091776,70952,0,0,548824,stereo,2172084,code
1786553160,29,722564,13444188,2097148,0.02,0.02,4.45,0.05,28.89,0.00,0,0,1539716,298.10,13,38556,1091988,70952,0,0,549036,stereo,2172600,code
1786553161,30,729648,13437104,2097148,0.02,0.02,4.45,0.05,32.06,0.06,0,0,1539760,298.60,13,38624,1090476,70952,0,0,546516,stereo,2170572,code
1786553162,31,728628,13438124,2097148,0.02,0.02,4.55,0.04,29.95,0.06,0,0,1541800,289.60,13,38712,1092424,70952,0,0,549132,stereo,2170248,code
1786553163,32,713704,13453048,2097148,0.02,0.02,4.55,0.04,35.63,0.00,0,0,1551192,292.40,13,39616,1100912,70952,0,0,555764,stereo,2170144,code
1786553164,33,719400,13447352,2097148,0.01,0.01,4.81,0.03,35.24,0.06,0,0,1551844,295.50,13,40468,1100712,70952,0,0,555248,stereo,2170104,code
1786553165,34,709148,13457604,2097148,0.01,0.01,5.02,0.03,36.60,0.00,0,0,1557828,299.90,13,44048,1103052,70952,0,0,554640,stereo,2170024,code
1786553166,35,713976,13452776,2097148,0.01,0.01,5.02,0.03,49.56,0.24,0,0,1553520,304.50,13,47148,1104524,62664,0,0,557096,stereo,2170748,code
1786553167,36,733692,13433060,2097148,0.01,0.01,5.56,0.02,40.34,0.06,0,0,1563584,309.40,13,52524,1109084,62664,0,0,558976,stereo,2171060,code
1786553169,38,720028,13446724,2097148,0.01,0.01,5.56,0.02,43.24,0.06,0,0,1574708,314.70,13,57364,1115368,62664,0,0,561392,stereo,2170456,code
1786553170,39,706156,13460596,2097148,0.00,0.00,5.82,0.02,46.43,0.12,0,0,1591152,320.80,13,61436,1127484,62664,0,0,570548,stereo,2169668,code
1786553171,40,704296,13462456,2097148,0.00,0.00,5.82,0.02,43.12,0.00,0,0,1599900,325.60,13,65544,1132748,62312,0,0,573312,stereo,2169000,code
1786553172,41,689052,13477700,2097148,0.00,0.00,6.04,0.01,46.04,0.06,0,0,1603932,331.90,13,69480,1135540,60052,0,0,574076,stereo,2168380,code
1786553173,42,678704,13488048,2097148,0.00,0.00,6.04,0.01,45.32,0.00,0,0,1612700,329.10,13,73928,1139816,60052,0,0,576144,stereo,2168212,code
1786553174,43,682576,13484176,2097148,0.00,0.00,6.21,0.01,45.41,0.06,0,0,1622560,334.40,13,78968,1144636,60052,0,0,578024,stereo,2167616,code
1786553175,44,680512,13486240,2097148,0.00,0.00,6.21,0.01,43.39,0.00,0,0,1627296,339.60,13,83928,1144412,60052,0,0,579204,stereo,2168116,code
1786553176,45,670472,13496280,2097148,0.00,0.00,6.35,0.01,46.05,0.06,0,0,1629272,344.50,13,89016,1144212,57556,0,0,579780,stereo,2167780,code
1786553177,46,659816,13506936,2097148,0.00,0.00,6.47,0.00,44.96,0.00,0,0,1637976,348.90,13,96816,1145116,57556,0,0,579268,stereo,2167644,code
1786553178,47,651720,13515032,2097148,0.00,0.00,6.47,0.00,47.85,0.06,0,0,1658436,355.90,13,103728,1158664,57556,0,0,586500,stereo,2167204,code
1786553180,49,631112,13535640,2097148,0.00,0.00,6.56,0.00,60.15,0.06,0,0,1626712,361.70,13,110524,1143160,40360,0,0,576544,stereo,2171312,code
1786553181,50,634564,13532188,2097148,0.00,0.00,6.56,0.00,57.13,0.11,0,0,1644712,368.00,13,118716,1152968,40360,0,0,579888,stereo,2139228,code
1786553182,51,613344,13553408,2097148,0.00,0.00,7.73,0.00,48.37,0.00,0,0,1653192,373.30,13,125520,1154644,40360,0,0,581368,stereo,2137032,code
1786553183,52,609688,13557064,2097148,0.00,0.00,7.73,0.00,43.43,0.06,0,0,1660420,376.20,13,131804,1155544,40360,0,0,582268,stereo,2135944,code
1786553184,53,600524,13566228,2097148,0.00,0.00,7.60,0.00,41.92,0.06,0,0,1646644,371.20,13,132824,1148900,33980,0,0,578376,stereo,2136116,code
1786553185,54,613504,13553248,2097148,0.00,0.00,7.60,0.00,41.91,0.40,0,0,1642532,374.40,13,133464,1148524,33656,0,0,578368,stereo,2135920,code
1786553186,55,622752,13544000,2097148,0.00,0.00,7.49,0.00,41.74,0.12,0,0,1643304,377.50,13,134164,1148596,33656,0,0,578440,stereo,2135848,code
1786553187,56,622064,13544688,2097124,0.00,0.00,7.40,0.00,40.34,0.06,7,0,1644136,378.60,13,134856,1148736,33656,0,0,578440,stereo,2134560,code
1786553188,57,657552,13509200,2097124,0.00,0.00,7.40,0.00,44.66,0.35,0,0,1643044,380.60,13,135532,1147824,33108,0,0,577484,stereo,2096828,code
1786553189,58,652108,13514644,2097124,0.00,0.00,7.51,0.00,40.81,0.06,0,0,1645984,382.50,13,136228,1149156,33108,0,0,578564,stereo,2096760,code
1786553191,60,655716,13511036,2097124,0.00,0.00,7.51,0.00,39.50,0.06,0,0,1645824,384.60,13,136924,1148300,33108,0,0,577708,stereo,2095440,code
1786553192,61,649424,13517328,2097124,0.00,0.00,7.41,0.00,40.08,0.00,0,0,1646824,385.60,13,137620,1148604,33108,0,0,577968,stereo,2096104,code
1786553193,62,663872,13502880,2097124,0.00,0.00,7.41,0.00,44.10,0.12,0,0,1648896,386.80,13,138676,1149620,33108,0,0,578924,stereo,2096312,code
1786553194,63,661680,13505072,2097124,0.00,0.00,7.52,0.00,40.86,0.06,0,0,1648740,388.90,13,139376,1148764,33108,0,0,578068,stereo,2096328,code
1786553195,64,665352,13501400,2097124,0.00,0.00,7.52,0.00,39.54,0.00,0,0,1649568,385.00,13,140076,1148892,33108,0,0,578196,stereo,2095928,code
1786553196,65,662584,13504168,2097124,0.00,0.00,7.42,0.00,40.57,0.00,0,0,1651620,385.90,13,141100,1149920,33108,0,0,579136,stereo,2096472,code
1786553197,66,653424,13513328,2097124,0.00,0.00,7.42,0.00,39.50,0.06,0,0,1651532,387.30,13,141800,1149068,33108,0,0,578252,stereo,2096416,code
1786553198,67,656688,13510064,2097120,0.00,0.00,7.35,0.00,42.35,0.06,0,0,1653132,389.40,13,142500,1149968,33108,0,0,579152,stereo,2096416,code
1786553199,68,642548,13524204,2097120,0.00,0.00,7.28,0.00,43.64,0.06,0,0,1653872,391.40,13,143196,1150012,33108,0,0,579152,stereo,2096940,code
1786553200,69,633208,13533544,2097120,0.00,0.00,7.28,0.00,45.09,0.12,0,0,1654520,393.40,13,143892,1150324,33000,0,0,579352,stereo,2106144,code
1786553202,71,607312,13559440,2097120,0.00,0.00,7.23,0.00,55.90,0.17,0,0,1655236,394.70,13,144556,1152136,31360,0,0,578892,stereo,2136200,code
1786553203,72,597576,13569176,2097120,0.00,0.00,7.23,0.00,47.80,0.00,0,0,1675108,396.10,13,154868,1162648,30492,0,0,582132,stereo,2132780,code
1786553204,73,587664,13579088,2097116,0.00,0.00,8.09,0.00,51.76,0.06,1,0,1680564,398.40,13,162908,1160064,30492,0,0,580332,stereo,2131868,code
1786553205,74,581964,13584788,2097116,0.00,0.00,8.09,0.00,49.33,0.00,0,0,1680564,399.50,13,162908,1160064,30492,0,0,580332,stereo,2131700,code
1786553206,75,580604,13586148,2097116,0.00,0.00,7.89,0.00,43.51,0.06,0,0,1679864,396.70,13,162908,1159364,30492,0,0,579732,stereo,2130728,code
1786553207,76,573156,13593596,2097116,0.00,0.00,7.89,0.00,46.20,0.00,0,0,1680068,396.80,13,162908,1159568,30492,0,0,579808,stereo,2128552,code
1786553208,77,584184,13582568,2097116,0.00,0.00,7.91,0.00,41.94,0.06,0,0,1682060,399.00,13,163116,1161352,30492,0,0,581432,stereo,2128668,code
1786553209,78,576212,13590540,2097116,0.00,0.00,7.75,0.00,41.66,0.00,0,0,1680464,401.10,13,163320,1159552,30492,0,0,579920,stereo,2128848,code
1786553210,79,571088,13595664,2097116,0.00,0.00,7.75,0.00,43.18,0.06,0,0,1681404,401.30,13,163320,1160492,30492,0,0,580532,stereo,2128904,code
1786553211,80,557948,13608804,2097116,0.00,0.00,7.61,0.00,40.94,0.00,0,0,1682448,403.50,13,163324,1161532,30492,0,0,581528,stereo,2128744,code
1786553213,82,556220,13610532,2097116,0.00,0.00,7.61,0.00,40.08,0.00,0,0,1681548,404.60,13,163324,1160632,30492,0,0,580628,stereo,2128744,code
1786553214,83,556792,13609960,2097116,0.00,0.00,7.50,0.00,41.35,0.06,0,0,1682540,405.60,13,163324,1161624,30492,0,0,581572,stereo,2128872,code
1786553215,84,554740,13612012,2097116,0.00,0.00,7.50,0.00,41.75,0.00,0,0,1682196,406.60,13,163528,1161076,30492,0,0,580768,stereo,2128528,code
1786553216,85,559416,13607336,2097116,0.00,0.00,7.41,0.00,39.85,0.00,0,0,1678952,407.50,13,163488,1158352,30224,0,0,579408,stereo,2128468,code
1786553217,86,547628,13619124,2097116,0.00,0.00,7.41,0.00,39.69,0.00,0,0,1678584,403.80,13,163820,1157652,30224,0,0,579000,stereo,2128496,code
1786553218,87,543092,13623660,2097116,0.00,0.00,7.33,0.00,43.89,0.06,0,0,1680428,404.00,13,164140,1159204,30220,0,0,580304,stereo,2128648,code
1786553219,88,543652,13623100,2097116,0.00,0.00,7.33,0.00,43.60,0.00,0,0,1680172,406.10,13,164836,1158328,30220,0,0,579852,stereo,2128500,code
1786553220,89,547612,13619140,2097116,0.00,0.00,7.27,0.00,42.41,0.06,0,0,1676940,407.40,13,165336,1155816,29812,0,0,578140,stereo,2128604,code
1786553221,90,525036,13641716,2097116,0.00,0.00,7.22,0.00,40.94,0.00,0,0,1677812,408.30,13,166208,1155816,29812,0,0,578140,stereo,2128836,code
1786553222,91,526588,13640164,2097116,0.00,0.00,7.22,0.00,44.17,0.00,0,0,1679048,409.50,13,166412,1156848,29812,0,0,579084,stereo,2128364,code
1786553224,93,528416,13638336,2097116,0.00,0.00,7.18,0.00,43.87,0.06,0,0,1678692,410.60,13,166948,1155948,29812,0,0,578184,stereo,2128456,code
1786553225,94,536164,13630588,2097116,0.00,0.00,7.18,0.00,42.87,0.06,0,0,1679068,411.60,13,167624,1155984,29812,0,0,578232,stereo,2128268,code
1786553226,95,550856,13615896,2097116,0.00,0.00,7.15,0.00,47.90,0.06,0,0,1680500,412.70,13,168328,1157004,29740,0,0,579060,stereo,2128436,code
1786553227,96,557060,13609692,2097116,0.00,0.00,7.15,0.00,50.50,0.00,0,0,1684964,415.00,13,171552,1158244,29740,0,0,579408,stereo,2127904,code
1786553228,97,546284,13620468,2097116,0.00,0.00,7.30,0.00,48.10,0.06,0,0,1696564,412.90,13,178548,1162848,29740,0,0,581448,stereo,2127988,code
1786553229,98,531484,13635268,2097116,0.00,0.00,7.30,0.00,56.69,0.06,0,0,1710080,415.40,13,185784,1169120,29740,0,0,586752,stereo,2127988,code
