epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786552873,0,2339672,11827080,2096908,0.00,0.00,0.00,0.00,22.67,0.00,0,0,17188,0.00,1,0,0,0,0,0,17188,ros2,2160644,code
1786552874,1,2092592,12074160,2096908,0.00,0.00,0.00,0.00,26.82,1.46,0,0,648864,359.00,15,35232,162872,71768,0,0,81544,stereo,2161452,code
1786552875,2,1814276,12352476,2096908,0.00,0.00,0.54,0.18,29.51,0.52,0,0,775828,313.00,15,35348,278612,71768,0,0,139364,stereo,2161204,code
1786552877,4,1467068,12699684,2096908,0.00,0.00,0.54,0.18,32.87,0.12,0,0,863324,301.00,14,35796,392044,71768,0,0,196076,stereo,2160232,code
1786552878,5,1283024,12883728,2096908,0.00,0.00,0.62,0.14,34.41,0.12,0,0,947460,290.20,13,36008,505260,71768,0,0,252848,stereo,2158432,code
1786552879,6,1226596,12940156,2096908,0.00,0.00,0.62,0.14,25.24,0.06,0,0,1062272,283.80,13,36008,620072,71768,0,0,310068,stereo,2158260,code
1786552880,7,1126272,13040480,2096908,0.00,0.00,0.51,0.12,26.57,0.00,0,0,1176808,278.30,13,36008,734608,71768,0,0,367696,stereo,2157556,code
1786552881,8,1041432,13125320,2096908,0.00,0.00,0.51,0.12,24.90,0.00,0,0,1290792,240.30,13,35880,849744,71768,0,0,425404,stereo,2157556,code
1786552882,9,900628,13266124,2096908,0.00,0.00,0.41,0.09,28.65,0.00,0,0,1470644,244.50,13,36168,1027548,71764,0,0,514272,stereo,2157344,code
1786552883,10,873824,13292928,2096908,0.00,0.00,0.70,0.08,18.01,0.12,0,0,1505500,230.70,13,36356,1060696,71764,0,0,541876,stereo,2157404,code
1786552884,11,875032,13291720,2096908,0.00,0.00,0.70,0.08,26.72,0.06,0,0,1507684,232.10,13,38336,1060380,71764,0,0,541308,stereo,2156928,code
1786552885,12,840548,13326204,2096908,0.00,0.00,1.12,0.06,32.74,0.06,0,0,1532364,240.10,13,38488,1084392,71764,0,0,543148,stereo,2156928,code
1786552886,13,849816,13316936,2096908,0.00,0.00,1.12,0.06,37.00,0.06,0,0,1532876,253.30,13,38564,1084700,71764,0,0,543148,stereo,2157404,code
1786552888,15,851188,13315564,2096908,0.00,0.00,2.36,0.05,38.39,0.00,0,0,1535144,264.70,13,38652,1086752,71764,0,0,543408,stereo,2156824,code
1786552889,16,816972,13349780,2096908,0.00,0.00,2.36,0.05,40.23,0.29,0,0,1532852,276.80,13,38968,1082236,71764,0,0,542076,stereo,2157376,code
1786552890,17,803176,13363576,2096908,0.00,0.00,3.75,0.04,40.51,0.06,0,0,1539612,284.30,13,38968,1088420,71764,0,0,544648,stereo,2157460,code
1786552891,18,798424,13368328,2096908,0.00,0.00,3.75,0.04,31.58,0.00,0,0,1539044,270.70,13,38996,1087812,71712,0,0,544644,stereo,2154960,code
1786552892,19,801628,13365124,2096908,0.00,0.00,4.15,0.03,30.17,0.00,0,0,1540552,272.40,13,39020,1089236,71712,0,0,545788,stereo,2154448,code
1786552893,20,807892,13358860,2096908,0.00,0.00,4.31,0.02,30.70,0.06,0,0,1541344,276.10,13,39060,1089988,71712,0,0,545940,stereo,2154452,code
1786552894,21,802924,13363828,2096908,0.00,0.00,4.31,0.02,34.00,0.00,0,0,1535576,280.70,13,39084,1084196,71712,0,0,543368,stereo,2154876,code
1786552895,22,794332,13372420,2096908,0.00,0.00,4.61,0.02,39.80,0.00,0,0,1540508,287.00,13,39136,1088972,71712,0,0,544532,stereo,2154896,code
1786552896,23,801556,13365196,2096908,0.00,0.00,4.61,0.02,36.05,0.06,0,0,1541752,291.60,13,39224,1089916,71712,0,0,545940,stereo,2154372,code
1786552898,25,797164,13369588,2096908,0.00,0.00,4.86,0.01,32.81,0.00,0,0,1539932,293.10,13,39280,1088040,71712,0,0,544616,stereo,2154376,code
1786552899,26,794012,13372740,2096908,0.00,0.00,4.86,0.01,30.76,0.06,0,0,1542660,295.70,13,39308,1090612,71712,0,0,545996,stereo,2155028,code
1786552900,27,806812,13359940,2096908,0.00,0.00,5.07,0.01,31.74,0.00,0,0,1538168,296.30,13,39400,1086028,71712,0,0,544884,stereo,2154920,code
1786552901,28,801856,13364896,2096908,0.00,0.00,5.07,0.01,33.62,0.00,0,0,1543240,298.80,13,39456,1091044,71712,0,0,546428,stereo,2154432,code
1786552902,29,794380,13372372,2096908,0.00,0.00,5.24,0.01,36.57,0.00,0,0,1543716,292.80,13,39488,1091488,71712,0,0,547472,stereo,2154920,code
1786552903,30,792968,13373784,2096908,0.00,0.00,5.24,0.00,39.00,0.17,0,0,1541056,296.30,13,39388,1090452,70808,0,0,545592,stereo,2153076,code
1786552904,31,794888,13371864,2096908,0.00,0.00,5.56,0.00,34.58,0.17,0,0,1540240,298.30,13,40100,1089920,70044,0,0,545540,stereo,2151984,code
1786552905,32,782600,13384152,2096908,0.00,0.00,5.64,0.00,36.49,0.06,0,0,1541984,300.80,13,42308,1091156,68344,0,0,546128,stereo,2152372,code
1786552906,33,772852,13393900,2096908,0.00,0.00,5.64,0.00,37.15,0.06,1,0,1544376,304.90,13,43716,1094108,66332,0,0,548524,stereo,2151520,code
1786552907,34,722124,13444628,2096900,0.00,0.00,5.88,0.00,41.94,0.12,2,0,1532080,308.30,13,46372,1089860,57512,0,0,545500,stereo,2149880,code
1786552909,36,717900,13448852,2096900,0.00,0.00,5.88,0.00,40.81,0.12,0,0,1538284,312.90,13,49068,1093348,57512,0,0,547904,stereo,2149012,code
