epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786622598,0,1839608,12327144,2096940,0.00,0.00,0.00,0.01,25.76,0.00,0,0,15992,10.00,1,0,0,0,0,0,15992,ros2,2343168,code
1786622599,1,1648320,12518432,2096940,0.00,0.00,0.54,0.19,29.12,1.56,0,0,619488,309.00,15,35832,150688,71732,0,0,75384,stereo,2344432,code
1786622600,2,1371116,12795636,2096936,0.00,0.00,0.54,0.19,32.13,0.91,1,0,764280,297.80,15,36068,266548,71732,0,0,133316,stereo,2343824,code
1786622601,3,1048596,13118156,2096936,0.00,0.00,0.62,0.33,31.78,0.46,0,0,879300,293.70,15,36420,380264,71732,0,0,190328,stereo,2343756,code
1786622602,4,873652,13293100,2096936,0.00,0.00,0.62,0.33,41.12,0.17,0,0,934400,282.20,13,36716,491276,71732,0,0,245712,stereo,2332220,code
1786622603,5,686276,13480476,2096936,0.18,0.18,0.87,0.27,31.75,0.06,0,0,1046828,277.50,13,36724,603696,71732,0,0,301860,stereo,2330960,code
1786622604,6,669972,13496780,2096936,0.18,0.18,0.87,0.27,32.58,0.00,0,0,1155080,273.90,13,36724,713072,71584,0,0,356736,stereo,2330904,code
1786622606,8,558628,13608124,2096936,0.14,0.14,0.89,0.22,31.03,0.17,0,0,1211488,270.70,13,34012,813976,63000,0,0,407028,stereo,2330240,code
1786622607,9,445192,13721560,2096936,0.14,0.14,0.89,0.22,30.73,0.06,0,0,1236060,268.50,13,21852,950480,41872,0,0,475276,stereo,2319612,code
1786622608,10,412956,13753796,2096936,0.48,0.30,0.91,0.18,18.83,0.58,0,0,1272556,249.10,13,22668,987460,28120,0,0,494000,stereo,2315356,code
