epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib,orb_pss_anon_kib,orb_pss_file_kib,orb_pss_shmem_kib
1787254943,0,6467908,7698844,1866568,0.00,0.00,0.00,0.00,19.61,3.92,0,0,16524,0.00,1,0,0,0,0,0,16524,ros2,1107544,chrome,19413,0,0,0,0,0,0,0,0
1787254944,1,6052492,8114260,1866568,0.00,0.00,0.00,0.00,42.89,0.22,0,0,772132,400.00,12,38676,131512,72020,198132,66320,198132,rviz2,1107764,chrome,428599,19281,90329,29203,116604,40994,69312,20416,600
1787254945,2,5829680,8337072,1866568,0.00,0.00,0.54,0.00,24.18,0.00,0,0,776124,227.50,12,38924,132272,72020,199000,66568,199000,rviz2,1107768,chrome,416836,19311,90333,29173,104831,41016,69448,20284,601
1787254947,4,5729040,8437712,1866568,0.00,0.00,0.54,0.00,23.13,0.05,0,0,757924,173.90,11,39164,142944,72020,199184,66724,199184,rviz2,1107768,chrome,417290,19671,100790,29182,104075,41324,78416,21544,830
1787254948,5,5757860,8408892,1866568,0.00,0.00,0.62,0.00,19.29,0.00,0,0,759456,155.50,11,39168,144472,72020,199184,66724,199184,rviz2,1107772,chrome,418392,19675,102125,29181,104070,41200,79752,21543,830
1787254949,6,5739172,8427580,1866568,0.00,0.00,0.69,0.00,18.90,0.10,0,0,758448,119.60,11,39168,143464,72020,199184,66724,199184,rviz2,1107772,chrome,418492,19675,102018,29182,104049,41320,79644,21544,830
1787254950,7,5764860,8401892,1866568,0.00,0.00,0.69,0.00,17.96,0.00,0,0,758484,114.60,11,39104,144012,72020,199120,66660,199120,rviz2,1107772,chrome,419352,19668,102928,29182,104042,41317,80560,21544,823
1787254951,8,5758788,8407964,1866568,0.00,0.00,0.93,0.00,20.22,0.00,0,0,826116,112.10,16,39104,156428,72020,199120,66660,199120,rviz2,1107772,chrome,485226,19316,123585,28933,103804,41188,95472,27273,839
1787254953,10,5633288,8533464,1866568,0.00,0.00,0.93,0.00,34.88,0.05,0,0,1006128,273.80,15,40448,278316,72020,202680,67916,202680,rviz2,1107772,chrome,534132,19929,177628,28331,105477,41810,150492,25739,1396
1787254954,11,5635720,8531032,1866568,0.00,0.00,1.84,0.00,22.80,0.00,0,0,1018388,219.60,15,40500,290120,72020,202720,67980,202720,rviz2,1107772,chrome,544712,19941,188125,28331,105515,41815,160920,25759,1444
