epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib,orb_pss_anon_kib,orb_pss_file_kib,orb_pss_shmem_kib
1787414153,0,6052636,8114116,1542372,0.00,0.00,0.00,0.00,20.41,0.00,0,0,16652,0.00,1,0,0,0,0,0,16652,ros2,919772,chrome,21241,0,0,0,0,0,0,0,0
1787414154,1,5644848,8521904,1542372,0.00,0.00,0.00,0.00,57.31,0.06,0,0,732096,404.00,12,38796,106124,72352,184932,65996,184932,rviz2,922036,chrome,425293,20212,87639,29460,113596,41402,67604,19436,598
1787414156,3,5483736,8683016,1542116,0.00,0.00,1.08,0.00,30.51,0.05,44,0,777720,244.50,12,39084,132036,72352,202236,66356,202236,rviz2,913784,chrome,418875,19756,90426,29436,105276,41490,69484,20283,659
1787414157,4,5413744,8753008,1542116,0.00,0.00,0.88,0.00,17.97,0.05,5,0,777856,173.20,12,39084,132036,72352,202372,66356,202372,rviz2,913684,chrome,418423,19756,90426,29428,104856,41480,69484,20283,659
1787414158,5,5348536,8818216,1542116,0.00,0.00,0.88,0.00,26.23,0.00,0,0,762232,144.40,11,39552,143252,72352,202784,66732,202784,rviz2,913684,chrome,421565,20230,101941,29445,104714,41895,79564,21556,821
1787414159,6,5400616,8766136,1542116,0.00,0.00,1.09,0.00,18.61,0.05,0,0,763608,112.20,11,39616,144504,72352,202784,66732,202784,rviz2,913684,chrome,422251,20240,102620,29445,104711,41894,80244,21554,821
1787414160,7,5411296,8755456,1542116,0.00,0.00,1.09,0.00,17.60,0.00,0,0,761704,109.90,11,39552,143112,72352,202720,66668,202720,rviz2,913204,chrome,420789,20233,101221,29445,104693,41888,78852,21554,815
1787414162,9,5389324,8777428,1542116,0.00,0.00,1.07,0.00,22.92,0.05,0,0,891012,109.90,16,39604,169892,72352,202764,66860,202764,rviz2,913312,chrome,472517,19749,126955,28559,104103,41619,100720,25406,828
1787414163,10,5258464,8908288,1542116,0.00,0.00,2.51,0.00,42.19,0.00,0,0,1037004,285.80,16,40804,278764,72352,204528,67816,204528,rviz2,913540,chrome,537685,20483,178819,28566,105466,42307,151372,26045,1400
1787414164,11,5228240,8938512,1542116,0.00,0.00,2.51,0.00,22.99,0.00,0,0,1025344,177.80,15,41060,291252,72352,206948,67960,206948,rviz2,913284,chrome,549610,20488,189467,28566,106667,42306,161952,26092,1422
