epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786623090,0,1894064,12272688,2096912,0.00,0.00,0.03,0.00,22.73,0.00,0,0,16388,0.00,1,0,0,0,0,0,16388,ros2,2359292,code
1786623091,1,1749632,12417120,2096912,0.00,0.00,0.21,0.00,23.10,0.58,0,0,429848,230.00,9,34456,90704,117636,0,0,117636,gzserver,2358080,code
1786623093,3,1601612,12565140,2096912,0.00,0.00,0.21,0.00,20.79,0.41,0,0,644476,221.00,9,34692,148172,273304,0,0,273304,gzserver,2359480,code
1786623094,4,1442248,12724504,2096912,0.00,0.00,0.17,0.00,18.59,0.12,0,0,743752,217.40,8,34880,205644,343480,0,0,343480,gzserver,2360536,code
1786623095,5,1386300,12780452,2096912,0.00,0.00,0.17,0.00,13.76,0.00,0,0,800520,209.00,8,34884,262396,343492,0,0,343492,gzserver,2359508,code
1786623096,6,1318288,12848464,2096912,0.00,0.00,0.14,0.00,14.11,0.00,0,0,857464,203.40,8,34884,319328,343504,0,0,343504,gzserver,2359012,code
1786623097,7,1241540,12925212,2096912,0.00,0.00,0.14,0.00,15.60,0.00,0,0,915576,171.10,8,34884,377684,343516,0,0,377684,stereo,2358988,code
1786623098,8,1164740,13002012,2096912,0.00,0.00,0.11,0.00,13.07,0.00,0,0,982680,171.30,8,34884,444720,343584,0,0,444720,stereo,2358992,code
1786623099,9,1038792,13127960,2096912,0.00,0.00,0.27,0.00,17.04,0.06,0,0,1285476,226.40,13,36048,612436,346512,0,0,538444,stereo,2356328,code
1786623100,10,923900,13242852,2096912,0.00,0.00,0.27,0.00,22.53,0.00,0,0,1406912,263.30,13,36168,698268,382976,0,0,540476,stereo,2356536,code
1786623101,11,853268,13313484,2096912,0.00,0.00,0.58,0.00,24.92,0.06,0,0,1467548,275.40,12,36340,782060,386316,0,0,541256,stereo,2350084,code
1786623102,12,785380,13381372,2096912,0.00,0.00,0.58,0.00,23.93,0.00,0,0,1554028,284.00,12,36368,868332,386328,0,0,541468,stereo,2350104,code
1786623103,13,678180,13488572,2096912,0.00,0.00,0.84,0.00,23.88,0.06,0,0,1639480,290.30,12,36368,953772,386332,0,0,541908,stereo,2349868,code
1786623104,14,604612,13562140,2096912,0.00,0.00,0.84,0.00,23.82,0.12,0,0,1749564,294.90,12,36648,1062092,386392,0,0,541924,stereo,2349888,code
1786623105,15,577608,13589144,2096912,0.00,0.00,1.05,0.00,20.27,0.06,0,0,1771804,291.60,12,36652,1082648,388392,0,0,541936,stereo,2343776,code
1786623107,17,575500,13591252,2096912,0.00,0.00,1.05,0.00,32.49,0.12,0,0,1775888,304.00,12,38172,1085084,388392,0,0,543072,stereo,2344160,code
1786623108,18,575480,13591272,2096912,0.00,0.00,1.76,0.00,33.78,0.12,0,0,1775140,318.30,12,38248,1084116,388404,0,0,542280,stereo,2336012,code
1786623109,19,580780,13585972,2096912,0.00,0.00,1.76,0.00,30.66,0.12,0,0,1777888,328.80,12,38248,1086800,388404,0,0,543564,stereo,2335840,code
1786623110,20,580436,13586316,2096912,0.00,0.00,2.35,0.00,27.42,0.06,0,0,1778308,334.10,12,38248,1087076,388420,0,0,543564,stereo,2336532,code
1786623111,21,567288,13599464,2096908,0.00,0.00,2.35,0.00,37.94,0.00,1,0,1768616,320.70,12,37996,1084704,381768,0,0,543716,stereo,2343844,code
1786623112,22,555200,13611552,2096908,0.00,0.00,2.83,0.00,32.34,0.18,0,0,1770436,325.60,12,38024,1086432,381768,0,0,543716,stereo,2344048,code
1786623113,23,573028,13593724,2096908,0.00,0.00,3.22,0.00,27.45,0.00,0,0,1769080,329.80,12,38056,1084960,381768,0,0,543772,stereo,2342900,code
1786623114,24,580828,13585924,2096908,0.00,0.00,3.22,0.00,26.53,0.06,0,0,1770092,333.30,12,38056,1085972,381768,0,0,543760,stereo,2342432,code
1786623115,25,578472,13588280,2096908,0.00,0.00,3.36,0.00,27.44,0.06,0,0,1769392,336.70,12,38084,1085180,381768,0,0,542936,stereo,2342700,code
1786623116,26,535304,13631448,2096904,0.00,0.00,3.36,0.00,32.37,0.60,1,0,1758896,341.10,12,38312,1088884,365780,0,0,544744,stereo,2341552,code
1786623117,27,535976,13630776,2096904,0.00,0.00,3.66,0.00,28.12,0.00,0,0,1758952,342.60,12,38312,1088740,365952,0,0,544516,stereo,2341620,code
1786623118,28,545828,13620924,2096904,0.00,0.00,3.66,0.00,29.35,0.06,0,0,1756712,347.20,12,38312,1090752,361700,0,0,547328,stereo,2342140,code
1786623120,30,541392,13625360,2096904,0.00,0.00,3.90,0.00,44.83,0.12,0,0,1747860,353.40,12,38312,1089908,353980,0,0,545528,stereo,2346272,code
1786623121,31,541096,13625656,2096904,0.00,0.00,3.90,0.00,29.49,0.06,0,0,1749800,357.10,12,38312,1091848,353980,0,0,547328,stereo,2344136,code
1786623122,32,541744,13625008,2096904,0.00,0.00,4.28,0.00,26.46,0.00,0,0,1748344,359.20,12,38312,1090380,353980,0,0,545748,stereo,2343876,code
1786623123,33,544336,13622416,2096904,0.00,0.00,4.28,0.00,24.90,0.06,0,0,1749372,359.30,12,38312,1091400,353988,0,0,546724,stereo,2344068,code
1786623124,34,544408,13622344,2096904,0.00,0.00,4.23,0.00,28.38,0.00,0,0,1747792,349.30,12,38312,1089728,353988,0,0,546724,stereo,2342520,code
1786623125,35,543228,13623524,2096904,0.00,0.00,4.37,0.00,27.70,0.12,0,0,1747820,352.60,12,38312,1089756,353988,0,0,545052,stereo,2342456,code
1786623126,36,547320,13619432,2096900,0.00,0.00,4.37,0.00,30.06,0.18,1,0,1751628,354.20,12,38576,1093296,353992,0,0,547636,stereo,2343716,code
1786623127,37,538176,13628576,2096900,0.00,0.00,4.48,0.00,29.73,0.06,0,0,1752124,356.70,12,38576,1093664,353992,0,0,547704,stereo,2345236,code
1786623128,38,553476,13613276,2096900,0.00,0.00,4.48,0.00,32.95,0.06,0,0,1744860,359.10,12,38480,1093000,347792,0,0,546800,stereo,2345092,code
