epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib,orb_pss_anon_kib,orb_pss_file_kib,orb_pss_shmem_kib
1787270610,0,7155684,7011068,1888172,0.00,0.00,0.18,0.00,20.00,0.00,0,0,16548,0.00,1,0,0,0,0,0,16548,ros2,708640,chrome,18365,0,0,0,0,0,0,0,0
1787270611,1,6697260,7469492,1888172,0.00,0.00,0.18,0.00,40.09,0.06,3,0,773588,396.00,12,38436,131744,71944,199468,66176,199468,rviz2,708640,chrome,430992,19061,90221,29293,118217,41275,69136,20489,595
1787270613,3,6562504,7604248,1888172,0.00,0.00,0.51,0.00,19.49,0.00,0,0,776700,221.50,12,38688,132244,71944,199728,66548,199728,rviz2,708640,chrome,418922,19122,90453,29275,105865,41315,69532,20321,600
1787270614,4,6473232,7693520,1888172,0.00,0.00,0.60,0.00,17.86,0.05,0,0,758576,171.60,11,38872,143352,71944,199916,66700,199916,rviz2,708640,chrome,419937,19446,101595,29260,105124,41618,79164,21610,820
1787270615,5,6404988,7761764,1888172,0.00,0.00,0.60,0.00,15.12,0.00,0,0,759680,153.40,11,38956,144032,71944,199920,66824,199920,rviz2,711180,chrome,420533,19464,102006,29258,105126,41740,79608,21609,789
1787270616,6,6410700,7756052,1888172,0.00,0.00,0.67,0.00,14.36,0.05,0,0,760520,117.10,11,39020,144688,71944,199920,66824,199920,rviz2,711180,chrome,420574,19475,102018,29258,105126,41741,79632,21609,777
1787270617,7,6409464,7757288,1888172,0.00,0.00,0.67,0.00,12.43,0.00,0,0,758936,113.10,11,38956,143616,71944,199856,66760,199856,rviz2,711184,chrome,421029,19469,102524,29258,105118,41734,80144,21609,771
1787270618,8,6437664,7729088,1888172,0.00,0.00,0.73,0.00,12.72,0.05,0,0,841600,110.70,16,38956,158216,71944,199856,66760,199856,rviz2,711184,chrome,477732,19138,124468,28986,104795,41605,96776,26933,759
1787270620,10,6315704,7851048,1888172,0.00,0.00,1.50,0.00,28.18,0.00,0,0,1035316,266.80,16,40272,278820,71944,201112,67864,201112,rviz2,711188,chrome,544083,19451,177986,28408,105156,41902,150736,25931,1318
1787270621,11,6273648,7893104,1888172,0.00,0.00,1.50,0.00,20.57,0.05,0,0,1017136,173.90,15,40464,290416,71944,201332,68024,201332,rviz2,711216,chrome,544871,19763,187610,28415,105461,42177,160092,26118,1398
1787270622,12,6273884,7892868,1888172,0.00,0.00,1.77,0.00,18.66,0.05,0,0,1017112,177.50,15,40464,290380,71944,201332,68024,201332,rviz2,711216,chrome,545283,19762,188021,28415,105459,42175,160504,26118,1397
1787270623,13,6277592,7889160,1888172,0.00,0.00,1.77,0.00,20.23,0.00,0,0,1016344,179.20,15,40464,289564,71944,201332,68024,201332,rviz2,711220,chrome,545825,19762,188564,28415,105459,42175,161048,26118,1396
1787270625,15,6277424,7889328,1888172,0.00,0.00,2.00,0.00,20.09,0.00,0,0,1017748,180.00,15,40400,291608,71944,201268,68024,201268,rviz2,711220,chrome,545654,19757,188438,28415,105457,42173,160868,26118,1451
1787270626,16,6258808,7907944,1888172,0.00,0.00,2.18,0.00,21.19,0.05,0,0,1018456,182.00,15,40608,291972,71944,201268,68156,201268,rviz2,711220,chrome,544534,19779,189016,28401,105295,41857,161676,25943,1396
1787270627,17,6240900,7925852,1888172,0.00,0.00,2.18,0.00,20.26,0.00,0,0,1025184,168.20,15,40608,297232,71944,201508,68156,201508,rviz2,711220,chrome,551434,19761,195664,28401,105397,41834,168336,25943,1384
1787270628,18,6245988,7920764,1888172,0.00,0.00,2.32,0.00,21.93,0.00,0,0,1026848,171.60,15,40608,298284,71944,201508,68156,201508,rviz2,711948,chrome,552233,19756,196219,28401,105392,41829,168900,25943,1376
1787270630,20,6246768,7919984,1888172,0.00,0.00,2.32,0.00,19.66,0.00,0,0,1026016,172.80,15,40608,297448,71944,201512,68156,201512,rviz2,711948,chrome,552277,19756,196234,28401,105397,41828,168932,25943,1358
1787270631,21,6244628,7922124,1888172,0.00,0.00,2.45,0.00,20.33,0.05,0,0,1026144,174.20,15,40608,297448,71944,201512,68156,201512,rviz2,711948,chrome,552780,19756,196738,28401,105397,41829,169436,25943,1358
1787270632,22,6241056,7925696,1888172,0.00,0.00,2.55,0.00,19.31,0.00,0,0,1027632,164.80,15,40608,298936,71944,201512,68156,201512,rviz2,711948,chrome,551501,19756,195458,28401,105397,41829,168156,25943,1358
1787270633,23,6242248,7924504,1888172,0.00,0.00,2.55,0.00,19.73,0.00,0,0,1028176,165.90,15,40608,299480,71944,201512,68156,201512,rviz2,711948,chrome,552414,19756,196370,28401,105397,41829,169068,25943,1358
1787270635,25,6261972,7904780,1888172,0.00,0.00,2.63,0.00,20.59,0.00,0,0,1027740,167.50,15,40672,298980,71944,201512,68156,201512,rviz2,711948,chrome,552980,19767,196930,28401,105396,41828,169632,25943,1354
1787270636,26,6259844,7906908,1888172,0.00,0.00,2.69,0.00,19.76,0.05,0,0,1026912,168.70,15,40672,298152,71944,201512,68156,201512,rviz2,712768,chrome,552477,19767,196426,28401,105396,41829,169128,25943,1354
1787270637,27,6258944,7907808,1888172,0.00,0.00,2.69,0.00,22.14,0.00,0,0,1028340,162.40,15,40672,299580,71944,201512,68156,201512,rviz2,712768,chrome,552008,19767,195958,28401,105396,41829,168660,25943,1354
1787270638,28,6260056,7906696,1888172,0.00,0.00,2.75,0.00,18.98,0.00,0,0,1027400,163.10,15,40672,298640,71944,201512,68156,201512,rviz2,712768,chrome,553098,19777,197030,28401,105396,41828,169744,25943,1342
1787270639,29,6254528,7912224,1888172,0.00,0.00,2.75,0.00,20.46,0.05,0,0,1028324,164.10,15,40736,299308,71944,201512,68156,201512,rviz2,712768,chrome,552758,19777,196681,28401,105397,41830,169400,25943,1338
1787270641,31,6258744,7908008,1888172,0.00,0.00,2.79,0.00,19.76,0.00,0,0,1027928,165.60,15,40736,299320,71944,201104,68156,201104,rviz2,712768,chrome,552364,19776,196691,28401,104989,41831,169412,25943,1336
1787270642,32,6261900,7904852,1888172,0.00,0.00,2.83,0.00,21.68,0.00,0,0,1030924,166.30,15,40780,300492,71944,201148,68204,201148,rviz2,712768,chrome,553697,19819,197383,28401,105030,41877,170108,25939,1336
1787270643,33,6252872,7913880,1888172,0.00,0.00,2.83,0.00,18.76,0.00,0,0,1030116,160.70,15,40780,299680,71944,201152,68204,201152,rviz2,713852,chrome,553700,19819,197383,28401,105034,41877,170108,25939,1336
1787270644,34,6247940,7918812,1888172,0.00,0.00,2.86,0.00,22.25,0.05,0,0,1031072,162.00,15,40780,300572,71944,201152,68204,201152,rviz2,713852,chrome,554731,19819,198408,28401,105034,41876,170240,26835,1332
1787270646,36,6222828,7943924,1888172,0.00,0.00,3.43,0.00,43.31,0.00,0,0,1037788,165.60,15,45668,302332,71944,201152,68264,201152,rviz2,713852,chrome,560527,24649,199306,28401,105034,41938,171016,27015,1274
1787270647,37,6207832,7958920,1888172,0.00,0.00,3.43,0.00,30.56,0.00,0,0,1038844,163.30,15,45668,303380,71944,201152,68272,201152,rviz2,713852,chrome,561582,24649,200354,28401,105034,41945,172064,27015,1274
1787270648,38,6208732,7958020,1888172,0.00,0.00,3.53,0.00,28.54,0.05,0,0,1040060,166.40,15,46288,303968,71944,201152,68280,201152,rviz2,713852,chrome,563710,25237,201886,28401,105034,41953,173544,27099,1242
1787270650,40,6216072,7950680,1888172,0.00,0.00,3.53,0.00,30.62,0.00,0,0,1046264,169.70,15,48112,308328,71944,201152,68296,201152,rviz2,714420,chrome,568875,26933,205334,28401,105034,41970,177120,27099,1114
1787270651,41,6209060,7957692,1888172,0.00,0.00,3.62,0.00,33.43,0.00,0,0,1054060,173.60,15,50968,313236,71944,201152,68328,201152,rviz2,714420,chrome,576094,29911,209540,28401,105034,42004,181472,27099,968
1787270652,42,6197628,7969124,1888172,0.00,0.00,3.68,0.00,33.12,0.05,0,0,1059400,172.90,15,52320,317200,71944,201152,68352,201152,rviz2,714420,chrome,581585,30899,214024,28401,105034,42024,186052,27099,872
1787270653,43,6189436,7977316,1888172,0.00,0.00,3.68,0.00,34.13,0.00,0,0,1065144,176.90,15,54616,320616,71944,201152,68384,201152,rviz2,714420,chrome,586947,33195,217048,28401,105034,42066,189076,27099,872
