epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786623012,0,1814204,12352548,2096916,0.00,0.00,0.00,0.00,23.53,0.00,0,0,16300,0.00,1,0,0,0,0,0,16300,ros2,2354524,code
1786623013,1,1627792,12538960,2096916,0.00,0.00,0.00,0.00,20.30,0.52,0,0,455180,51.00,9,34636,93628,140204,0,0,140204,gzserver,2355300,code
1786623014,2,1432364,12734388,2096916,0.00,0.00,0.00,0.00,19.69,0.11,0,0,679736,218.00,9,34880,152476,304416,0,0,304416,gzserver,2346592,code
1786623015,3,1313904,12852848,2096916,0.00,0.00,0.00,0.00,18.56,0.00,0,0,749516,213.50,8,35068,210564,344380,0,0,344380,gzserver,2346764,code
1786623016,4,1299672,12867080,2096916,0.00,0.00,0.00,0.00,16.99,0.00,0,0,807080,205.80,8,35076,268108,344392,0,0,344392,gzserver,2346880,code
1786623017,5,1252816,12913936,2096916,0.00,0.00,0.00,0.00,18.57,0.06,0,0,865752,201.70,8,35136,326700,344412,0,0,344412,gzserver,2345840,code
1786623018,6,1215156,12951596,2096916,0.00,0.00,0.00,0.00,18.69,0.00,0,0,922712,198.00,8,35072,383968,344424,0,0,383968,stereo,2345688,code
1786623019,7,1177176,12989576,2096916,0.00,0.00,0.00,0.00,16.33,0.06,0,0,981060,195.60,8,35072,442376,344364,0,0,442376,stereo,2345688,code
1786623021,9,1040200,13126552,2096916,0.00,0.00,0.00,0.00,24.89,0.00,0,0,1298692,201.10,13,36024,625492,348276,0,0,544148,stereo,2345588,code
1786623022,10,947012,13219740,2096916,0.00,0.00,0.54,0.00,29.34,0.00,0,0,1426032,398.30,13,37736,712660,386692,0,0,548416,stereo,2345736,code
