epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib,orb_pss_anon_kib,orb_pss_file_kib,orb_pss_shmem_kib
1786792563,0,5752196,8414556,2097148,0.00,0.00,0.00,0.00,17.65,0.00,0,0,17216,0.00,1,0,0,0,0,0,17216,ros2,2454048,code,21851,0,0,0,0,0,0,0,0
1786792564,1,5739820,8426932,2097148,0.00,0.00,0.00,0.00,9.90,0.82,0,0,101000,42.00,2,0,0,0,0,62308,62308,python3,2454368,code,80358,0,0,0,0,51843,0,0,0
1786792565,2,5716968,8449784,2097148,0.00,0.00,0.00,0.18,15.59,0.33,0,0,176444,84.50,3,74536,0,0,0,63116,74536,global_map_serv,2455196,code,142016,65939,0,0,0,47986,0,0,0
1786792566,3,5706108,8460644,2097148,0.00,0.00,0.00,0.18,15.72,0.05,0,0,187488,202.80,3,85504,0,0,0,63188,85504,global_map_serv,2455204,code,151919,75774,0,0,0,48050,0,0,0
1786792568,5,5709160,8457592,2097148,0.00,0.00,0.00,0.14,17.83,0.00,0,0,189384,216.50,3,87348,0,0,0,63228,87348,global_map_serv,2454008,code,153220,77030,0,0,0,48084,0,0,0
1786792569,6,5691248,8475504,2097148,0.00,0.00,0.00,0.14,19.27,0.11,0,0,190560,219.60,3,88288,0,0,0,63464,88288,global_map_serv,2454888,code,146940,74574,0,0,0,45576,0,0,0
1786792570,7,5678916,8487836,2097148,0.00,0.00,0.00,0.12,16.72,0.05,0,0,192400,219.90,3,90120,0,0,0,63472,90120,global_map_serv,2455104,code,149112,76734,0,0,0,45592,0,0,0
1786792571,8,5675212,8491540,2097148,0.00,0.00,0.00,0.09,17.73,0.05,0,0,197228,222.50,3,94936,0,0,0,63484,94936,global_map_serv,2454676,code,154161,81774,0,0,0,45599,0,0,0
1786792572,9,5664476,8502276,2097148,0.00,0.00,0.00,0.09,17.35,0.05,0,0,204104,223.70,3,101800,0,0,0,63492,101800,global_map_serv,2454892,code,161110,88714,0,0,0,45602,0,0,0
1786792573,10,5642336,8524416,2097148,0.00,0.00,0.00,0.08,18.23,0.06,0,0,209976,225.20,3,107664,0,0,0,63496,107664,global_map_serv,2455108,code,166667,94263,0,0,0,45609,0,0,0
1786792575,12,5634564,8532188,2097148,0.00,0.00,0.00,0.08,15.50,0.00,0,0,217832,200.80,3,115520,0,0,0,63496,115520,global_map_serv,2455120,code,174149,101747,0,0,0,45606,0,0,0
1786792576,13,5632260,8534492,2097148,0.00,0.00,0.00,0.06,17.04,0.06,0,0,217836,203.80,3,115520,0,0,0,63500,115520,global_map_serv,2454068,code,174160,101747,0,0,0,45617,0,0,0
1786792577,14,5633036,8533716,2097148,0.00,0.00,0.00,0.06,17.68,0.11,0,0,219400,206.60,3,117072,0,0,0,63508,117072,global_map_serv,2454984,code,175993,103570,0,0,0,45621,0,0,0
1786792578,15,5639304,8527448,2097148,0.00,0.00,0.00,0.05,17.19,0.06,0,0,222652,207.50,3,120324,0,0,0,63508,120324,global_map_serv,2455264,code,178987,106567,0,0,0,45621,0,0,0
1786792579,16,5626060,8540692,2097148,0.00,0.00,0.00,0.04,16.90,0.06,0,0,226764,209.50,3,124424,0,0,0,63520,124424,global_map_serv,2454852,code,183423,110987,0,0,0,45636,0,0,0
1786792580,17,5615020,8551732,2097148,0.00,0.00,0.00,0.04,17.76,0.06,0,0,235548,211.60,3,133208,0,0,0,63520,133208,global_map_serv,2455156,code,191899,119467,0,0,0,45631,0,0,0
1786792581,18,5608948,8557804,2097148,0.00,0.00,0.00,0.03,17.08,0.11,0,0,242684,212.10,3,140344,0,0,0,63520,140344,global_map_serv,2455440,code,199171,126739,0,0,0,45632,0,0,0
1786792582,19,5606836,8559916,2097148,0.00,0.00,0.00,0.03,16.88,0.06,0,0,246504,212.80,3,144164,0,0,0,63520,144164,global_map_serv,2455504,code,202823,130391,0,0,0,45631,0,0,0
1786792583,20,5611332,8555420,2097148,0.00,0.00,0.00,0.02,17.83,0.00,0,0,246512,204.00,3,144164,0,0,0,63528,144164,global_map_serv,2454500,code,202830,130391,0,0,0,45638,0,0,0
1786792585,22,5617372,8549380,2097148,0.00,0.00,0.00,0.02,13.96,0.00,0,0,246848,201.60,3,144500,0,0,0,63528,144500,global_map_serv,2455464,code,203169,130726,0,0,0,45645,0,0,0
1786792586,23,5618776,8547976,2097148,0.00,0.00,0.00,0.02,11.19,0.06,0,0,246848,198.00,3,144500,0,0,0,63528,144500,global_map_serv,2455752,code,203168,130726,0,0,0,45643,0,0,0
1786792587,24,5636808,8529944,2097148,0.00,0.00,0.00,0.02,10.64,0.00,0,0,246856,194.40,3,144500,0,0,0,63536,144500,global_map_serv,2455816,code,203175,130727,0,0,0,45646,0,0,0
1786792588,25,5628996,8537756,2097148,0.00,0.00,0.00,0.01,11.27,0.00,0,0,246964,191.10,3,144564,0,0,0,63580,144564,global_map_serv,2455732,code,203287,130791,0,0,0,45694,0,0,0
1786792589,26,5629140,8537612,2097148,0.00,0.00,0.00,0.01,11.39,0.06,0,0,247180,188.40,3,144764,0,0,0,63596,144764,global_map_serv,2455852,code,203549,131039,0,0,0,45712,0,0,0
1786792590,27,5640068,8526684,2097148,0.00,0.00,0.00,0.01,10.28,0.00,0,0,247736,184.90,3,145316,0,0,0,63600,145316,global_map_serv,2455676,code,204058,131543,0,0,0,45716,0,0,0
1786792591,28,5634176,8532576,2097148,0.00,0.00,0.00,0.01,10.43,0.00,0,0,247740,182.40,3,145320,0,0,0,63600,145320,global_map_serv,2455520,code,204059,131546,0,0,0,45714,0,0,0
1786792592,29,5643928,8522824,2097148,0.00,0.00,0.00,0.01,10.21,0.06,0,0,247744,173.30,3,145324,0,0,0,63600,145324,global_map_serv,2455752,code,204064,131551,0,0,0,45711,0,0,0
1786792594,31,5644900,8521852,2097148,0.00,0.00,0.00,0.00,10.07,0.00,0,0,247816,171.70,3,145396,0,0,0,63600,145396,global_map_serv,2455916,code,204135,131623,0,0,0,45713,0,0,0
1786792595,32,5627856,8538896,2097148,0.00,0.00,0.00,0.00,10.29,0.00,0,0,248196,169.20,3,145776,0,0,0,63600,145776,global_map_serv,2455896,code,204513,132002,0,0,0,45709,0,0,0
1786792596,33,5638384,8528368,2097148,0.00,0.00,0.00,0.00,10.43,0.06,0,0,248368,167.70,3,145948,0,0,0,63600,145948,global_map_serv,2455496,code,204686,132175,0,0,0,45713,0,0,0
1786792597,34,5643972,8522780,2097148,0.00,0.00,0.00,0.00,11.08,0.00,0,0,248688,166.30,3,146268,0,0,0,63600,146268,global_map_serv,2455752,code,205013,132495,0,0,0,45720,0,0,0
1786792598,35,5639136,8527616,2097148,0.00,0.00,0.00,0.00,10.33,0.06,0,0,248964,164.00,3,146544,0,0,0,63600,146544,global_map_serv,2456008,code,205286,132771,0,0,0,45714,0,0,0
1786792599,36,5641236,8525516,2097148,0.00,0.00,0.00,0.00,9.96,0.00,0,0,249256,162.60,3,146836,0,0,0,63600,146836,global_map_serv,2455532,code,205711,133198,0,0,0,45714,0,0,0
1786792600,37,5641160,8525592,2097148,0.00,0.00,0.00,0.00,10.66,0.00,0,0,249628,161.20,3,147208,0,0,0,63600,147208,global_map_serv,2455764,code,205949,133439,0,0,0,45709,0,0,0
1786792601,38,5637380,8529372,2097148,0.00,0.00,0.00,0.00,10.96,0.00,0,0,250000,159.90,3,147580,0,0,0,63600,147580,global_map_serv,2456016,code,206321,133807,0,0,0,45714,0,0,0
1786792603,40,5632004,8534748,2097148,0.00,0.00,0.00,0.00,10.19,0.06,0,0,250116,154.30,3,147696,0,0,0,63600,147696,global_map_serv,2455988,code,206442,133923,0,0,0,45719,0,0,0
1786792604,41,5630332,8536420,2097148,0.00,0.00,0.00,0.00,10.48,0.00,0,0,250552,153.90,3,148132,0,0,0,63600,148132,global_map_serv,2455600,code,206877,134358,0,0,0,45719,0,0,0
1786792605,42,5641116,8525636,2097148,0.00,0.00,0.00,0.00,10.71,0.00,0,0,250852,152.70,3,148432,0,0,0,63600,148432,global_map_serv,2455864,code,207298,134782,0,0,0,45715,0,0,0
1786792606,43,5640344,8526408,2097148,0.00,0.00,0.00,0.00,10.13,0.06,0,0,251088,151.40,3,148668,0,0,0,63600,148668,global_map_serv,2455884,code,207490,134975,0,0,0,45716,0,0,0
1786792607,44,5643180,8523572,2097148,0.00,0.00,0.00,0.00,10.33,0.00,0,0,251384,150.20,3,148964,0,0,0,63600,148964,global_map_serv,2455572,code,207701,135191,0,0,0,45711,0,0,0
1786792608,45,5646640,8520112,2097148,0.00,0.00,0.00,0.00,10.30,0.00,0,0,251740,149.90,3,149320,0,0,0,63600,149320,global_map_serv,2455816,code,208061,135546,0,0,0,45714,0,0,0
