epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm,group_pss_kib,server_pss_kib,orb_pss_kib,gazebo_pss_kib,rviz_pss_kib,web_pss_kib
1786623613,0,1813944,12352808,2097100,0.01,0.01,0.00,0.00,23.08,1.28,0,0,16764,0.00,1,0,0,0,0,0,16764,ros2,2355636,code,22750,0,0,0,0,0
1786623615,2,1679924,12486828,2097100,0.01,0.01,0.00,0.00,19.61,0.76,0,0,454860,239.00,9,34624,93488,140232,0,0,140232,gzserver,2356608,code,336366,17340,73754,151480,0,0
1786623616,3,1449444,12717308,2097100,0.01,0.01,0.18,0.00,18.28,0.10,0,0,697064,243.50,9,34864,158808,315628,0,0,315628,gzserver,2356596,code,532389,17268,139617,282345,0,0
1786623617,4,1373960,12792792,2097100,0.01,0.01,0.18,0.00,16.12,0.10,0,0,765544,176.60,8,35060,225228,346116,0,0,346116,gzserver,2356420,code,618753,17652,205525,312094,0,0
1786623618,5,1320796,12845956,2097100,0.01,0.01,0.14,0.00,15.58,0.00,0,0,830672,181.20,8,35068,290340,346124,0,0,346124,gzserver,2356656,code,683918,17656,270685,312099,0,0
1786623619,6,1243808,12922944,2097100,0.00,0.00,0.12,0.00,16.77,0.05,0,0,894772,184.60,8,35072,354364,346136,0,0,354364,stereo,2356320,code,748165,17654,334919,312106,0,0
1786623621,8,1175180,12991572,2097100,0.00,0.00,0.12,0.00,13.70,0.00,0,0,962196,186.60,8,35008,422104,346140,0,0,422104,stereo,2356240,code,815751,17644,402507,312159,0,0
1786623622,9,1052128,13114624,2097100,0.00,0.00,0.10,0.00,17.24,0.05,0,0,1240760,172.40,13,36200,566544,349132,0,0,537456,stereo,2356656,code,982479,16794,530448,309104,0,0
1786623623,10,919828,13246924,2097100,0.00,0.00,0.10,0.00,22.38,0.00,0,0,1389524,354.40,13,36200,701320,360960,0,0,539576,stereo,2356376,code,1114873,16870,631450,338902,0,0
1786623624,11,827136,13339616,2097100,0.00,0.00,0.62,0.00,26.50,0.05,0,0,1485524,333.50,12,37740,797792,388176,0,0,540408,stereo,2343560,code,1214406,18437,727691,348818,0,0
1786623626,13,730340,13436412,2097100,0.00,0.00,0.69,0.00,20.90,0.05,0,0,1552760,327.30,12,37748,894116,359016,0,0,540064,stereo,2343204,code,1282714,18445,825064,319739,0,0
1786623627,14,647684,13519068,2097100,0.00,0.00,0.69,0.00,21.87,0.00,0,0,1619312,324.90,12,37920,989548,329624,0,0,539292,stereo,2342992,code,1348038,18488,919668,290336,0,0
1786623628,15,585968,13580784,2097100,0.00,0.00,0.74,0.00,21.01,0.10,0,0,1691080,279.10,12,38160,1059824,329652,0,0,539584,stereo,2343232,code,1399498,18423,970826,290264,0,0
1786623629,16,571612,13595140,2097100,0.00,0.00,0.74,0.00,20.55,0.00,0,0,1712148,282.70,12,38160,1078896,331712,0,0,540400,stereo,2343204,code,1419814,18413,989299,292234,0,0
1786623631,18,557972,13608780,2097100,0.00,0.00,1.15,0.00,27.23,0.00,0,0,1715816,294.40,12,38624,1082032,331716,0,0,542244,stereo,2343056,code,1419323,18847,988367,292234,0,0
1786623632,19,565016,13601736,2097100,0.00,0.00,1.67,0.00,27.97,0.10,0,0,1714280,303.20,12,38636,1080484,331716,0,0,541344,stereo,2343216,code,1419675,18859,988711,292230,0,0
1786623633,20,549836,13616916,2097100,0.00,0.00,1.67,0.00,26.79,0.00,0,0,1714680,290.80,12,38636,1080880,331720,0,0,540444,stereo,2343256,code,1419174,18859,988208,292232,0,0
1786623634,21,566164,13600588,2097096,0.00,0.00,2.09,0.00,29.88,0.29,0,0,1714940,299.80,12,38636,1081140,331720,0,0,542244,stereo,2342880,code,1420760,18859,989787,292232,0,0
1786623636,23,571884,13594868,2097096,0.00,0.00,2.43,0.00,26.40,0.00,0,0,1714000,306.40,12,38636,1080196,331724,0,0,541344,stereo,2343264,code,1419909,18859,988939,292236,0,0
1786623637,24,573120,13593632,2097096,0.00,0.00,2.43,0.00,26.45,0.05,0,0,1714500,297.40,12,38636,1080696,331724,0,0,540772,stereo,2343240,code,1420799,18859,989823,292236,0,0
1786623638,25,571004,13595748,2097096,0.00,0.00,2.72,0.00,26.58,0.00,0,0,1715276,304.20,12,38636,1081468,331728,0,0,541544,stereo,2343560,code,1420024,18834,990665,292228,0,0
1786623640,27,556744,13610008,2097096,0.00,0.00,2.95,0.00,32.34,0.19,0,0,1716152,310.10,12,38652,1081792,331956,0,0,541560,stereo,2344240,code,1416998,18729,989575,292176,0,0
1786623641,28,540756,13625996,2097096,0.00,0.00,2.95,0.00,27.43,0.00,0,0,1713744,303.70,12,38652,1078684,332020,0,0,540348,stereo,2344224,code,1416910,18726,989212,292158,0,0
1786623642,29,540504,13626248,2097096,0.00,0.00,3.32,0.00,27.47,0.05,0,0,1719600,309.30,12,38868,1083484,332020,0,0,541808,stereo,2344676,code,1418748,18829,990657,292144,0,0
1786623644,31,544640,13622112,2097096,0.00,0.00,3.44,0.00,27.29,0.00,0,0,1717172,314.20,12,38868,1080992,332020,0,0,542576,stereo,2344224,code,1417589,18829,989489,292142,0,0
1786623645,32,575540,13591212,2097096,0.00,0.00,3.44,0.00,27.80,0.00,0,0,1720248,318.70,12,38816,1084360,331968,0,0,542524,stereo,2342448,code,1423958,18975,991806,292432,0,0
1786623646,33,576868,13589884,2097096,0.00,0.00,3.54,0.00,27.01,0.05,0,0,1719036,311.70,12,38816,1083332,331912,0,0,542460,stereo,2342504,code,1423091,18981,992168,292423,0,0
1786623647,34,570728,13596024,2097096,0.00,0.00,3.62,0.00,28.55,0.05,0,0,1719824,316.00,12,38752,1084376,331912,0,0,542604,stereo,2342836,code,1422995,18968,990822,292429,0,0
1786623649,36,563476,13603276,2097096,0.00,0.00,3.62,0.00,28.77,0.00,0,0,1717516,320.10,12,38752,1081876,331912,0,0,540944,stereo,2346768,code,1422294,18967,990118,292426,0,0
1786623650,37,1857536,12309216,2097096,0.00,0.00,3.87,0.00,42.40,0.29,0,0,0,0.00,0,0,0,0,0,0,0,none,2356432,code,0,0,0,0,0,0
1786623651,38,1854500,12312252,2097096,0.00,0.00,3.87,0.00,10.48,0.05,0,0,0,0.00,0,0,0,0,0,0,0,none,2355224,code,0,0,0,0,0,0
1786623652,39,1841288,12325464,2097096,0.00,0.00,3.53,0.00,6.95,0.11,0,0,0,0.00,0,0,0,0,0,0,0,none,2352200,code,0,0,0,0,0,0
1786623654,41,1854544,12312208,2097096,0.00,0.00,2.89,0.00,4.94,0.00,0,0,0,0.00,0,0,0,0,0,0,0,none,2352356,code,0,0,0,0,0,0
