epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786554420,25,572804,13593948,2097132,0.03,0.02,4.45,0.01,28.99,0.00,0,0,1383460,268.10,13,31712,1020580,32908,0,0,510804,stereo,2194884,code
1786554421,26,571940,13594812,2097132,0.02,0.02,4.45,0.01,29.40,0.06,0,0,1383260,270.00,13,31712,1020380,32908,0,0,511504,stereo,2194720,code
1786554422,27,562428,13604324,2097132,0.02,0.02,4.55,0.01,28.26,0.00,0,0,1380836,259.90,13,31712,1017892,32908,0,0,508976,stereo,2194800,code
1786554423,28,564420,13602332,2097132,0.02,0.02,4.55,0.01,30.20,0.06,0,0,1384592,261.80,13,31712,1021584,32908,0,0,511748,stereo,2194900,code
1786554424,29,568528,13598224,2097132,0.01,0.01,4.63,0.00,30.34,0.00,0,0,1382356,262.50,13,31712,1019348,32908,0,0,510276,stereo,2195052,code
1786554425,30,574992,13591760,2097132,0.01,0.01,4.63,0.00,34.67,0.59,0,0,1381216,264.00,13,31764,1017084,31260,0,0,509100,stereo,2198640,code
1786554426,31,552576,13614176,2097132,0.01,0.01,4.70,0.00,31.48,0.12,0,0,1395500,267.30,13,36576,1026524,31224,0,0,515444,stereo,2198724,code
1786554427,32,604028,13562724,2097132,0.01,0.01,4.70,0.00,36.00,0.06,0,0,1400560,271.70,13,36592,1031568,31224,0,0,518448,stereo,2199128,code
1786554429,34,612500,13554252,2097132,0.01,0.01,4.93,0.00,41.27,0.12,0,0,1406772,276.30,13,39288,1035088,31220,0,0,518828,stereo,2198768,code
1786554430,35,599232,13567520,2097132,0.01,0.01,4.93,0.00,41.69,0.06,0,0,1416064,281.00,13,41608,1041932,31220,0,0,521912,stereo,2198832,code
1786554431,36,595632,13571120,2097132,0.00,0.00,5.31,0.00,50.29,0.40,0,0,1430572,287.00,13,47536,1050512,31220,0,0,527196,stereo,2209792,code
1786554432,37,571932,13594820,2097132,0.18,0.18,6.88,0.00,64.11,0.29,0,0,1443608,294.60,13,48244,1062784,31212,0,0,532020,stereo,2221240,code
1786554433,38,559868,13606884,2097132,0.18,0.18,6.88,0.00,51.56,0.12,0,0,1457312,296.00,13,52372,1073744,31096,0,0,540520,stereo,2218492,code
1786554434,39,549868,13616884,2097132,0.15,0.15,7.08,0.00,50.11,0.06,0,0,1469044,303.50,13,55052,1084008,31016,0,0,548076,stereo,2216620,code
1786554435,40,544056,13622696,2097132,0.15,0.15,7.08,0.00,55.05,0.17,0,0,1478880,312.50,13,58432,1090464,31016,0,0,552580,stereo,2216976,code
1786554436,41,533560,13633192,2097132,0.12,0.12,7.43,0.00,55.32,0.06,0,0,1487820,321.20,13,61572,1096252,31008,0,0,556620,stereo,2217620,code
1786554437,42,519032,13647720,2097132,0.12,0.12,7.43,0.00,51.00,0.00,0,0,1495604,328.70,13,62848,1102760,31008,0,0,561804,stereo,2216116,code
1786554439,44,528568,13638184,2097132,0.10,0.10,7.71,0.00,53.96,0.17,0,0,1504932,335.50,13,68412,1106524,31008,0,0,561872,stereo,2216116,code
1786554440,45,540040,13626712,2097132,0.10,0.10,7.71,0.00,50.09,0.00,0,0,1507396,341.30,13,69340,1108408,30664,0,0,562784,stereo,2216436,code
1786554441,46,514120,13652632,2097132,0.08,0.08,7.77,0.00,50.92,0.06,0,0,1514896,348.10,13,73848,1111400,30664,0,0,564680,stereo,2216124,code
1786554442,47,509600,13657152,2097132,0.06,0.06,7.81,0.00,50.81,0.06,0,0,1516372,347.20,13,71232,1115492,30664,0,0,567616,stereo,2216124,code
