epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786553744,17,768624,13398128,2096896,0.03,0.03,3.45,0.03,30.67,0.00,0,0,1509372,264.90,13,39104,1081028,48548,0,0,544880,stereo,2180680,code
1786553745,18,762588,13404164,2096896,0.03,0.03,3.45,0.03,29.55,0.06,0,0,1509640,268.10,13,39104,1081212,48548,0,0,544932,stereo,2180704,code
1786553746,19,751672,13415080,2096896,0.02,0.02,3.91,0.03,30.74,0.00,0,0,1507776,270.60,13,39236,1078988,48548,0,0,542360,stereo,2180888,code
1786553747,20,717200,13449552,2096896,0.02,0.02,3.91,0.03,32.07,0.06,0,0,1510804,273.30,13,39260,1081992,48548,0,0,545052,stereo,2179860,code
1786553748,21,720124,13446628,2096896,0.02,0.02,4.11,0.02,27.16,0.06,0,0,1510940,273.30,13,39264,1082124,48548,0,0,545096,stereo,2179816,code
1786553749,22,710160,13456592,2096896,0.02,0.02,4.11,0.02,28.14,0.00,0,0,1508588,274.80,13,39272,1079764,48548,0,0,542692,stereo,2179900,code
1786553751,24,704100,13462652,2096896,0.01,0.01,4.27,0.01,30.23,0.06,0,0,1511240,276.40,13,39296,1082392,48548,0,0,545320,stereo,2180276,code
1786553752,25,711228,13455524,2096896,0.01,0.01,4.40,0.01,29.68,0.06,0,0,1511384,279.20,13,39324,1082508,48548,0,0,545396,stereo,2181300,code
1786553753,26,703420,13463332,2096896,0.01,0.01,4.40,0.01,39.03,0.00,0,0,1508928,279.80,13,39352,1080024,48548,0,0,542824,stereo,2180392,code
1786553754,27,707336,13459416,2096896,0.01,0.01,4.87,0.01,29.53,0.00,0,0,1509352,281.60,13,39384,1080416,48548,0,0,542916,stereo,2178388,code
1786553755,28,711132,13455620,2096896,0.01,0.01,4.87,0.01,30.14,0.06,0,0,1512012,283.10,13,39408,1083052,48548,0,0,545552,stereo,2178056,code
1786553756,29,706116,13460636,2096896,0.00,0.00,4.89,0.01,30.22,0.06,0,0,1511200,273.70,13,39512,1080612,48548,0,0,543060,stereo,2176244,code
1786553757,30,688764,13477988,2096896,0.00,0.00,4.89,0.01,27.04,0.00,0,0,1513960,274.90,13,39512,1083240,48548,0,0,545676,stereo,2176256,code
1786553758,31,690600,13476152,2096896,0.00,0.00,4.73,0.00,30.38,0.00,0,0,1520180,277.00,13,40928,1088020,48548,0,0,544904,stereo,2176260,code
1786553759,32,692268,13474484,2096896,0.00,0.00,4.73,0.00,35.81,0.06,0,0,1523632,281.20,13,41008,1091392,48548,0,0,547884,stereo,2176464,code
1786553760,33,696204,13470548,2096896,0.00,0.00,4.96,0.00,35.52,0.00,0,0,1529956,284.60,13,43368,1095356,48548,0,0,549612,stereo,2176164,code
1786553761,34,764364,13402388,2096896,0.00,0.00,4.96,0.00,42.44,0.06,0,0,1541284,290.50,13,46372,1103680,48548,0,0,553016,stereo,2112284,code
1786553763,36,733724,13433028,2096896,0.00,0.00,5.33,0.00,39.44,0.00,0,0,1557320,294.30,13,54788,1111236,48548,0,0,557144,stereo,2112440,code
1786553764,37,730932,13435820,2096896,0.00,0.00,5.63,0.00,46.46,0.06,0,0,1569064,302.40,13,57076,1120692,48548,0,0,561324,stereo,2110488,code
1786553765,38,731644,13435108,2096896,0.00,0.00,5.63,0.00,52.93,0.00,0,0,1592740,310.60,13,67904,1133540,48548,0,0,573444,stereo,2110612,code
1786553766,39,708072,13458680,2096896,0.00,0.00,6.24,0.00,53.67,0.00,0,0,1605996,320.40,13,75864,1138836,48548,0,0,578552,stereo,2111552,code
1786553767,40,732420,13434332,2096896,0.00,0.00,6.24,0.00,52.53,0.06,0,0,1619892,321.10,13,83732,1144864,48548,0,0,581976,stereo,2111880,code
1786553768,41,716712,13450040,2096896,0.00,0.00,6.74,0.00,54.40,0.00,0,0,1636056,330.00,13,92380,1152380,48548,0,0,586480,stereo,2111636,code
1786553769,42,697520,13469232,2096896,0.00,0.00,6.74,0.00,54.00,0.06,0,0,1650288,338.00,13,99768,1159224,48548,0,0,587464,stereo,2111608,code
1786553770,43,674068,13492684,2096896,0.00,0.00,7.15,0.00,53.04,0.00,0,0,1659616,344.90,13,106328,1161992,48548,0,0,586592,stereo,2111812,code
1786553771,44,663440,13503312,2096896,0.00,0.00,7.15,0.00,55.47,0.00,0,0,1667344,352.70,13,111020,1165028,48548,0,0,587772,stereo,2109664,code
1786553773,46,663944,13502808,2096896,0.00,0.00,7.48,0.00,51.90,0.06,0,0,1672592,359.20,13,115760,1165524,48548,0,0,588848,stereo,2109736,code
1786553774,47,657620,13509132,2096896,0.00,0.00,7.76,0.00,54.31,0.00,0,0,1684808,367.20,13,123248,1170252,48548,0,0,592384,stereo,2109700,code
1786553775,48,649792,13516960,2096896,0.00,0.00,7.76,0.00,60.00,0.00,0,0,1704352,375.20,13,130260,1183808,48128,0,0,599136,stereo,2109580,code
1786553776,49,621760,13544992,2096896,0.00,0.00,8.16,0.00,57.41,0.00,0,0,1738420,375.40,13,140276,1208988,47000,0,0,618780,stereo,2108600,code
1786553777,50,578340,13588412,2096896,0.00,0.00,8.16,0.00,53.61,0.06,0,0,1775180,380.60,13,151124,1234896,47000,0,0,639780,stereo,2107608,code
1786553778,51,565968,13600784,2096896,0.00,0.00,8.13,0.00,48.56,0.00,0,0,1786208,384.70,13,158892,1238248,47000,0,0,640680,stereo,2107588,code
1786553779,52,549036,13617716,2096896,0.00,0.00,8.13,0.00,47.52,0.06,0,0,1789440,388.20,13,162152,1238248,47000,0,0,638880,stereo,2107872,code
1786553780,53,549136,13617616,2096896,0.00,0.00,8.11,0.00,43.47,0.00,0,0,1790280,391.50,13,162952,1238284,47000,0,0,638880,stereo,2107516,code
1786553781,54,542172,13624580,2096896,0.00,0.00,8.11,0.00,45.76,0.06,0,0,1793252,393.90,13,164124,1240084,47000,0,0,640680,stereo,2107492,code
1786553783,56,545956,13620796,2096896,0.00,0.00,8.09,0.00,44.11,0.06,0,0,1794068,396.30,13,164940,1240084,47000,0,0,640680,stereo,2107776,code
1786553784,57,539136,13627616,2096896,0.00,0.00,7.89,0.00,44.46,0.06,0,0,1794068,399.40,13,165756,1239268,47000,0,0,640764,stereo,2107536,code
1786553785,58,536740,13630012,2096896,0.00,0.00,7.89,0.00,42.33,0.06,0,0,1795784,401.60,13,166580,1240160,47000,0,0,640764,stereo,2107552,code
1786553786,59,559928,13606824,2096896,0.00,0.00,7.91,0.00,47.63,0.58,0,0,1795656,403.90,13,167352,1239660,46648,0,0,640716,stereo,2107308,code
1786553787,60,556860,13609892,2096896,0.00,0.00,7.91,0.00,45.02,0.00,0,0,1797676,399.00,13,168172,1240860,46648,0,0,641016,stereo,2107648,code
1786553788,61,553896,13612856,2096896,0.00,0.00,7.74,0.00,45.00,0.12,0,0,1797760,401.00,13,168988,1240092,46648,0,0,641016,stereo,2107508,code
1786553789,62,552744,13614008,2096896,0.00,0.00,7.74,0.00,44.85,0.17,0,0,1798764,403.20,13,169808,1240396,46644,0,0,640732,stereo,2107364,code
1786553790,63,556696,13610056,2096896,0.00,0.00,7.79,0.00,43.25,0.00,0,0,1799544,405.60,13,171444,1239540,46644,0,0,640732,stereo,2107660,code
1786553791,64,545392,13621360,2096896,0.00,0.00,7.79,0.00,44.34,0.00,0,0,1802496,407.70,13,172264,1241672,46644,0,0,641964,stereo,2107816,code
1786553792,65,539760,13626992,2096896,0.00,0.00,7.64,0.00,43.72,0.00,0,0,1781772,410.20,13,172780,1226848,43148,0,0,634580,stereo,2106424,code
1786553794,67,548408,13618344,2096896,0.00,0.00,7.53,0.00,43.55,0.06,0,0,1783536,412.50,13,173600,1227792,43148,0,0,635524,stereo,2106536,code
1786553795,68,541796,13624956,2096896,0.00,0.00,7.53,0.00,43.34,0.00,0,0,1784356,412.70,13,174420,1227792,43148,0,0,634624,stereo,2106820,code
1786553796,69,543528,13623224,2096896,0.00,0.00,7.43,0.00,42.79,0.00,0,0,1782476,414.90,13,175240,1225092,43148,0,0,632824,stereo,2106548,code
1786553797,70,543332,13623420,2096896,0.00,0.00,7.43,0.00,43.44,0.12,0,0,1786292,409.80,13,176056,1228092,43148,0,0,634924,stereo,2106556,code
1786553798,71,512676,13654076,2096896,0.00,0.00,7.35,0.00,46.40,0.06,0,0,1806656,412.50,13,200000,1232872,36232,0,0,640204,stereo,2106292,code
1786553799,72,509108,13657644,2096896,0.00,0.00,7.35,0.00,45.15,0.06,0,0,1806456,414.60,13,200460,1232212,36232,0,0,640196,stereo,2108136,code
