epoch_s,elapsed_s,mem_available_kib,mem_used_kib,swap_used_kib,memory_psi_some_avg10,memory_psi_full_avg10,cpu_psi_some_avg10,io_psi_full_avg10,cpu_busy_pct,cpu_iowait_pct,pswpin_delta_pages,pswpout_delta_pages,group_rss_kib,group_cpu_pct,group_processes,server_rss_kib,orb_rss_kib,gazebo_rss_kib,rviz_rss_kib,web_rss_kib,max_process_rss_kib,max_process_comm,max_external_process_rss_kib,max_external_process_comm
1786553727,0,2364104,11802648,2096896,0.00,0.00,0.23,0.00,17.02,0.00,0,0,15592,0.00,1,0,0,0,0,0,15592,ros2,2179324,code
1786553728,1,2037888,12128864,2096896,0.18,0.18,0.55,0.18,28.83,1.84,0,0,696236,38.00,15,35428,199252,71920,0,0,99672,stereo,2180328,code
1786553729,2,1751212,12415540,2096896,0.18,0.18,0.55,0.18,41.07,0.24,0,0,841116,568.00,15,35676,341168,71920,0,0,172272,stereo,2187352,code
1786553730,3,1394108,12772644,2096896,0.14,0.14,0.63,0.15,37.25,0.30,0,0,953840,412.00,14,35880,482328,71908,0,0,243088,stereo,2185800,code
1786553731,4,1217232,12949520,2096896,0.14,0.14,0.63,0.15,31.34,0.06,0,0,1069132,359.90,13,36076,626564,71908,0,0,314148,stereo,2182952,code
1786553732,5,1051376,13115376,2096896,0.12,0.12,0.70,0.12,24.24,0.06,0,0,1221856,266.60,13,36076,779288,71908,0,0,389656,stereo,2183060,code
1786553733,6,922096,13244656,2096896,0.12,0.12,0.70,0.12,31.37,0.06,0,0,1361788,263.40,13,36076,919860,71908,0,0,460112,stereo,2183812,code
1786553734,7,861816,13304936,2096896,0.09,0.09,0.75,0.10,24.65,0.06,0,0,1458732,250.10,13,36400,1027336,58080,0,0,513720,stereo,2183320,code
1786553735,8,830388,13336364,2096896,0.09,0.09,0.75,0.10,27.15,0.06,0,0,1482000,246.20,13,36464,1059940,48548,0,0,531216,stereo,2180176,code
1786553736,9,820296,13346456,2096896,0.08,0.08,1.16,0.08,31.47,0.00,0,0,1486284,253.60,13,38548,1061528,48548,0,0,532680,stereo,2180248,code
1786553737,10,829800,13336952,2096896,0.08,0.08,1.16,0.08,32.66,0.00,0,0,1487116,260.40,13,38728,1061744,48548,0,0,532832,stereo,2180196,code
1786553738,11,825648,13341104,2096896,0.06,0.06,1.85,0.06,31.41,0.06,0,0,1488876,266.40,13,38732,1063436,48548,0,0,535760,stereo,2180364,code
1786553740,13,825500,13341252,2096896,0.05,0.05,2.42,0.05,31.55,0.06,0,0,1490816,270.10,13,38756,1065352,48548,0,0,536004,stereo,2180052,code
1786553741,14,827228,13339524,2096896,0.05,0.05,2.42,0.05,29.69,0.00,0,0,1491140,272.30,13,38760,1065608,48548,0,0,536104,stereo,2180196,code
1786553742,15,821456,13345296,2096896,0.04,0.04,2.89,0.04,33.96,0.06,0,0,1489836,276.40,13,38788,1064276,48548,0,0,536444,stereo,2181536,code
1786553743,16,797740,13369012,2096896,0.04,0.04,2.89,0.04,35.54,0.06,0,0,1491472,280.80,13,39100,1063464,48548,0,0,533888,stereo,2181332,code
