stamp_sec,receive_sec,x,y,z,qx,qy,qz,qw,yaw_rad
2.598,1789945601.36,-8.52028,-10.1638,0.15,0,0,0.707108079859,0.707105482511,1.5708
2.618,1789945601.38,-8.52028,-10.1638,0.147942,0,0,0.707108079859,0.707105482511,1.5708
2.638,1789945601.4,-8.52028,-10.1638,0.141964,0,0,0.707108079859,0.707105482511,1.5708
2.658,1789945601.42,-8.52028,-10.1638,0.132066,0,0,0.707108079859,0.707105482511,1.5708
2.678,1789945601.44,-8.52028,-10.1638,0.118248,1.07931569706e-22,-1.07931175765e-22,0.707108079859,0.707105482511,1.5708
2.698,1789945601.46,-8.52028,-10.1638,0.10051,-2.4922778929e-29,2.49002030498e-29,0.707108079859,0.707105482511,1.5708
2.718,1789945601.48,-8.52028,-10.1638,0.078852,-1.32146939029e-32,-1.09395462268e-32,0.707108079859,0.707105482511,1.5708
2.738,1789945601.5,-8.52028,-10.1638,0.053274,-1.3234259559e-32,-1.09390113535e-32,0.707108079859,0.707105482511,1.5708
2.758,1789945601.52,-8.52028,-10.1638,0.023776,2.26089909575e-23,-2.26089127731e-23,0.707108079859,0.707105482511,1.5708
2.778,1789945601.54,-8.52028000364,-10.1637987509,0.0249952027175,-1.76608211716e-05,1.76788801622e-05,0.707108072326,0.707105489603,1.57079997932
2.798,1789945601.56,-8.52028001093,-10.1638000014,0.0250000000676,1.70575511389e-11,-1.57814301873e-10,0.707108060068,0.707105502302,1.57079994402
2.818,1789945601.58,-8.520280018,-10.1638019621,0.0249921562143,2.77067091184e-05,-2.77206186382e-05,0.707108047608,0.707105513677,1.57079991032
2.838,1789945601.6,-8.52028002263,-10.1637987539,0.0249952027175,-1.76608998754e-05,1.76789092777e-05,0.70710803814,0.707105523789,1.57079988262
2.858,1789945601.62,-8.52028002992,-10.1638000043,0.0250000000676,1.70575768921e-11,-1.57814296242e-10,0.707108025912,0.707105536459,1.57079984741
2.878,1789945601.64,-8.52028003698,-10.1638019651,0.0249921562143,2.77067078634e-05,-2.77206198783e-05,0.707108013453,0.707105547832,1.57079981371
2.898,1789945601.66,-8.52028004161,-10.1637987569,0.0249952027175,-1.7660899134e-05,1.76789100052e-05,0.707108003985,0.707105557945,1.57079978602
2.918,1789945601.68,-8.5202800489,-10.1638000073,0.0250000000676,1.70575990166e-11,-1.57814292959e-10,0.707107991757,0.707105570614,1.57079975081
2.938,1789945601.7,-8.52028005597,-10.163801968,0.0249921562143,2.7706706617e-05,-2.77206211275e-05,0.707107979298,0.707105581987,1.5707997171
2.958,1789945601.72,-8.5202800606,-10.1637987598,0.0249952027175,-1.76608983925e-05,1.76789107325e-05,0.70710796983,0.707105592099,1.57079968941
2.978,1789945601.74,-8.52028006788,-10.1638000103,0.0250000000676,1.70576210699e-11,-1.57814288643e-10,0.707107957603,0.707105604769,1.5707996542
2.998,1789945601.76,-8.52028007495,-10.163801971,0.0249921562143,2.77067053707e-05,-2.77206223767e-05,0.707107945143,0.707105616142,1.5707996205
3.018,1789945601.78,-8.52028007958,-10.1637987628,0.0249952027175,-1.7660897651e-05,1.76789114598e-05,0.707107935676,0.707105626254,1.57079959281
3.038,1789945601.8,-8.52028008687,-10.1638000132,0.0250000000676,1.70576431606e-11,-1.57814285346e-10,0.707107923448,0.707105638923,1.5707995576
3.058,1789945601.82,-8.52028009393,-10.163801974,0.0249921562143,2.77067041244e-05,-2.77206236259e-05,0.707107910989,0.707105650296,1.5707995239
3.078,1789945601.84,-8.52028009856,-10.1637987658,0.0249952027175,-1.76608969095e-05,1.76789121871e-05,0.707107901522,0.707105660408,1.57079949621
3.098,1789945601.86,-8.52028010585,-10.1638000162,0.0250000000676,1.70576656408e-11,-1.57814280884e-10,0.707107889295,0.707105673077,1.570799461
3.118,1789945601.88,-8.52028011292,-10.163801977,0.0249921562143,2.77067028781e-05,-2.7720624875e-05,0.707107876836,0.70710568445,1.5707994273
3.138,1789945601.9,-8.52028011754,-10.1637987687,0.0249952027175,-1.76608961681e-05,1.76789129144e-05,0.707107867368,0.707105694561,1.57079939961
3.158,1789945601.92,-8.52028012483,-10.1638000192,0.0250000000676,1.70576878127e-11,-1.57814276788e-10,0.707107855141,0.70710570723,1.5707993644
3.178,1789945601.94,-8.5202801319,-10.1638019799,0.0249921562143,2.77067016317e-05,-2.77206261241e-05,0.707107842682,0.707105718603,1.5707993307
3.198,1789945601.96,-8.52028013652,-10.1637987717,0.0249952027175,-1.76608954266e-05,1.76789136417e-05,0.707107833215,0.707105728715,1.57079930301
3.218,1789945601.98,-8.52028014381,-10.1638000221,0.0250000000676,1.70577095002e-11,-1.57814274199e-10,0.707107820989,0.707105741383,1.5707992678
3.238,1789945602,-8.52028015088,-10.1638019829,0.0249921562143,2.77067003855e-05,-2.77206273732e-05,0.70710780853,0.707105752756,1.5707992341
3.258,1789945602.02,-8.52028015551,-10.1637987747,0.0249952027175,-1.76608946851e-05,1.7678914369e-05,0.707107799063,0.707105762867,1.57079920641
3.278,1789945602.04,-8.52028016279,-10.1638000251,0.0250000000676,1.70577320482e-11,-1.57814269323e-10,0.707107786836,0.707105775535,1.5707991712
3.298,1789945602.06,-8.52028016986,-10.1638019859,0.0249921562143,2.77066991392e-05,-2.77206286223e-05,0.707107774378,0.707105786908,1.5707991375
3.318,1789945602.08,-8.52028017449,-10.1637987777,0.0249952027175,-1.76608939437e-05,1.76789150963e-05,0.707107764911,0.707105797019,1.57079910981
3.338,1789945602.1,-8.52028018178,-10.1638000281,0.0250000000676,1.70577540304e-11,-1.57814266623e-10,0.707107752684,0.707105809687,1.57079907461
3.358,1789945602.12,-8.52028018884,-10.1638019888,0.0249921562143,2.77066978929e-05,-2.77206298714e-05,0.707107740226,0.70710582106,1.57079904091
3.378,1789945602.14,-8.52028019347,-10.1637987806,0.0249952027175,-1.76608932023e-05,1.76789158235e-05,0.707107730759,0.707105831171,1.57079901322
3.398,1789945602.16,-8.52028020076,-10.1638000311,0.0250000000676,1.70577761922e-11,-1.57814262401e-10,0.707107718533,0.707105843839,1.57079897801
3.418,1789945602.18,-8.52028020783,-10.1638019918,0.0249921562143,2.77066966467e-05,-2.77206311204e-05,0.707107706074,0.707105855211,1.57079894431
3.438,1789945602.2,-8.52028021245,-10.1637987836,0.0249952027175,-1.76608924608e-05,1.76789165508e-05,0.707107696608,0.707105865322,1.57079891662
3.458,1789945602.22,-8.52028021974,-10.163800034,0.0250000000676,1.70577983573e-11,-1.57814258149e-10,0.707107684382,0.70710587799,1.57079888142
3.478,1789945602.24,-8.52028022681,-10.1638019948,0.0249921562143,2.77066954005e-05,-2.77206323694e-05,0.707107671924,0.707105889362,1.57079884772
3.498,1789945602.26,-8.52028023143,-10.1637987866,0.0249952027175,-1.76608917195e-05,1.76789172781e-05,0.707107662457,0.707105899473,1.57079882003
3.518,1789945602.28,-8.52028023872,-10.163800037,0.0250000000676,1.70578206038e-11,-1.57814254836e-10,0.707107650231,0.707105912141,1.57079878483
3.538,1789945602.3,-8.52028024579,-10.1638019978,0.0249921562143,2.77066941542e-05,-2.77206336184e-05,0.707107637773,0.707105923513,1.57079875113
3.558,1789945602.32,-8.52028025041,-10.1637987895,0.0249952027175,-1.7660890978e-05,1.76789180053e-05,0.707107628307,0.707105933624,1.57079872344
3.578,1789945602.34,-8.5202802577,-10.16380004,0.0250000000676,1.70578424742e-11,-1.57814251556e-10,0.707107616081,0.707105946291,1.57079868823
3.598,1789945602.36,-8.52028026477,-10.1638020007,0.0249921562143,2.7706692908e-05,-2.77206348674e-05,0.707107603623,0.707105957663,1.57079865454
3.618,1789945602.38,-8.52028026939,-10.1637987925,0.0249952027175,-1.76608902366e-05,1.76789187326e-05,0.707107594157,0.707105967774,1.57079862685
3.638,1789945602.4,-8.52028027668,-10.1638000429,0.0250000000676,1.70578646664e-11,-1.57814247463e-10,0.707107581931,0.707105980441,1.57079859164
3.658,1789945602.42,-8.52028028375,-10.1638020037,0.0249921562143,2.77066916619e-05,-2.77206361164e-05,0.707107569474,0.707105991812,1.57079855795
3.678,1789945602.44,-8.52028028837,-10.1637987955,0.0249952027175,-1.76608894952e-05,1.76789194598e-05,0.707107560008,0.707106001923,1.57079853026
3.698,1789945602.46,-8.52028029566,-10.1638000459,0.0250000000676,1.70578869231e-11,-1.57814243452e-10,0.707107547782,0.70710601459,1.57079849506
3.718,1789945602.48,-8.52028030273,-10.1638020067,0.0249921562142,2.77066904157e-05,-2.77206373654e-05,0.707107535325,0.707106025962,1.57079846136
3.738,1789945602.5,-8.52028030735,-10.1637987984,0.0249952027175,-1.76608887537e-05,1.7678920187e-05,0.707107525859,0.707106036072,1.57079843367
3.758,1789945602.52,-8.52028031464,-10.1638000489,0.0250000000676,1.70579088104e-11,-1.57814240199e-10,0.707107513633,0.707106048739,1.57079839847
3.778,1789945602.54,-8.52028032171,-10.1638020096,0.0249921562142,2.77066891696e-05,-2.77206386144e-05,0.707107501176,0.70710606011,1.57079836477
3.798,1789945602.56,-8.52028032633,-10.1637988014,0.0249952027175,-1.76608880124e-05,1.76789209142e-05,0.70710749171,0.707106070221,1.57079833709
3.818,1789945602.58,-8.52028033362,-10.1638000519,0.0250000000676,1.70579310637e-11,-1.57814235991e-10,0.707107479485,0.707106082887,1.57079830188
3.838,1789945602.6,-8.52028034069,-10.1638020126,0.0249921562142,2.77066879235e-05,-2.77206398633e-05,0.707107467028,0.707106094259,1.57079826818
3.858,1789945602.62,-8.52028034531,-10.1637988044,0.0249952027175,-1.7660887271e-05,1.76789216413e-05,0.707107457562,0.707106104369,1.5707982405
