stamp_sec,receive_sec,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
2.598,1789945601.36,0,0,0,0,0,0
2.618,1789945601.38,0,0,-0.196,0,0,0
2.638,1789945601.4,0,0,-0.392,0,0,0
2.658,1789945601.42,0,0,-0.588,0,0,0
2.678,1789945601.44,-2.1445384029e-28,8.94404008774e-24,-0.784,4.17234009713e-21,1.46264631023e-26,1.31396687571e-26
2.698,1789945601.46,4.59753303945e-33,5.29045757867e-28,-0.98,2.46790906524e-25,2.20951187243e-31,-3.65613414923e-31
2.718,1789945601.48,5.08604564672e-33,7.8818465578e-33,-1.176,-7.18946758484e-33,-6.80688889533e-33,-3.65608876079e-31
2.738,1789945601.5,5.07162216534e-33,7.89708070519e-33,-1.372,-8.28891604399e-35,-7.84780858697e-35,-3.65608839963e-31
2.758,1789945601.52,-2.89699305443e-27,1.26950594419e-22,-1.568,5.92216485245e-20,2.10735097191e-25,1.75476097206e-25
2.778,1789945601.54,6.43817459236e-07,0.00124939701259,-0.00479735005429,-0.0499781322849,2.56470900121e-05,1.31736174786e-06
2.798,1789945601.56,6.29363485618e-07,0.0012494292069,0.0050026405124,-0.0499755040257,2.67315781222e-05,-6.71594109284e-08
2.818,1789945601.58,-2.01591004084e-06,-0.00320925467263,-0.00304650312889,0.128364117281,-4.49092201964e-05,-6.12217238698e-06
2.838,1789945601.6,6.44507461683e-07,0.0012493950685,-0.0047973501334,-0.0499782847634,2.55793788468e-05,1.39773215857e-06
2.858,1789945601.62,6.29472748387e-07,0.00124942920621,0.00500264051285,-0.049975503998,2.67359485268e-05,-6.71591467643e-08
2.878,1789945601.64,-2.01619318566e-06,-0.00320925467243,-0.00304650312789,0.128364117263,-4.49210150409e-05,-6.12209875772e-06
2.898,1789945601.66,6.44619219551e-07,0.00124939506797,-0.00479735013307,-0.0499782847425,2.55838701117e-05,1.39772148388e-06
2.918,1789945601.68,6.29584666057e-07,0.00124942920566,0.00500264051318,-0.0499755039763,2.67404251784e-05,-6.71588818804e-08
2.938,1789945601.7,-2.01647666016e-06,-0.00320925467222,-0.00304650312936,0.128364117245,-4.49328217826e-05,-6.12202533008e-06
2.958,1789945601.72,6.4473094008e-07,0.0012493950674,-0.00479735013274,-0.0499782847212,2.55883614163e-05,1.39771120646e-06
2.978,1789945601.74,6.29696581266e-07,0.00124942920512,0.00500264051351,-0.0499755039545,2.67449017316e-05,-6.71586170063e-08
2.998,1789945601.76,-2.01676013202e-06,-0.00320925467201,-0.00304650313086,0.128364117227,-4.4944628452e-05,-6.12195189724e-06
3.018,1789945601.78,6.4484265924e-07,0.00124939506683,-0.0047973501324,-0.0499782846999,2.55928526562e-05,1.39770132632e-06
3.038,1789945601.8,6.29808495464e-07,0.00124942920457,0.00500264051384,-0.0499755039328,2.67493782444e-05,-6.7158352131e-08
3.058,1789945601.82,-2.01704360002e-06,-0.0032092546718,-0.00304650313234,0.128364117208,-4.49564349731e-05,-6.12187846338e-06
3.078,1789945601.84,6.44954362641e-07,0.00124939506627,-0.00479735013207,-0.0499782846787,2.55973437458e-05,1.39769065161e-06
3.098,1789945601.86,6.29920409062e-07,0.00124942920403,0.00500264051417,-0.0499755039111,2.67538547332e-05,-6.71580872588e-08
3.118,1789945601.88,-2.01732706578e-06,-0.00320925467159,-0.00304650313384,0.12836411719,-4.49682413655e-05,-6.12180503568e-06
3.138,1789945601.9,6.45066090309e-07,0.00124939506572,-0.00479735013174,-0.0499782846574,2.56018348526e-05,1.39768017555e-06
3.158,1789945601.92,6.30032319272e-07,0.00124942920348,0.00500264051451,-0.0499755038894,2.67583310864e-05,-6.7157822393e-08
3.178,1789945601.94,-2.01761052394e-06,-0.00320925467137,-0.00304650313531,0.128364117172,-4.49800475111e-05,-6.12173159907e-06
3.198,1789945601.96,6.45177792835e-07,0.00124939506513,-0.00479735013141,-0.0499782846361,2.56063259039e-05,1.39766969946e-06
3.218,1789945601.98,6.30144230014e-07,0.00124942920294,0.00500264051484,-0.0499755038676,2.6762807461e-05,-6.71575575296e-08
3.238,1789945602,-2.01789398119e-06,-0.00320925467116,-0.0030465031368,0.128364117154,-4.49918534884e-05,-6.12165818308e-06
3.258,1789945602.02,6.45289528889e-07,0.00124939506458,-0.00479735013108,-0.0499782846149,2.56108168679e-05,1.39765981932e-06
3.278,1789945602.04,6.30256137442e-07,0.00124942920239,0.00500264051517,-0.0499755038459,2.67672837029e-05,-6.7157292671e-08
3.298,1789945602.06,-2.01817743281e-06,-0.00320925467095,-0.00304650313828,0.128364117136,-4.50036593966e-05,-6.12158474265e-06
3.318,1789945602.08,6.45401240849e-07,0.00124939506405,-0.00479735013075,-0.0499782845937,2.56153078232e-05,1.39764934323e-06
3.338,1789945602.1,6.30368044004e-07,0.00124942920185,0.0050026405155,-0.0499755038242,2.67717599103e-05,-6.71570278137e-08
3.358,1789945602.12,-2.01846088085e-06,-0.00320925467074,-0.00304650313976,0.128364117117,-4.50154650501e-05,-6.12151131965e-06
3.378,1789945602.14,6.45512936478e-07,0.00124939506347,-0.00479735013041,-0.0499782845724,2.56197986001e-05,1.39763886715e-06
3.398,1789945602.16,6.30479950011e-07,0.00124942920131,0.00500264051583,-0.0499755038025,2.67762360954e-05,-6.71567629557e-08
3.418,1789945602.18,-2.01874432776e-06,-0.00320925467053,-0.00304650314124,0.128364117099,-4.50272706694e-05,-6.12143789501e-06
3.438,1789945602.2,6.45624669211e-07,0.00124939506292,-0.00479735013009,-0.0499782845512,2.56242894379e-05,1.39762839106e-06
3.458,1789945602.22,6.30591852253e-07,0.00124942920076,0.00500264051616,-0.0499755037807,2.67807121299e-05,-6.71564981088e-08
3.478,1789945602.24,-2.01902776968e-06,-0.00320925467032,-0.00304650314273,0.128364117081,-4.50390760786e-05,-6.12136447196e-06
3.498,1789945602.26,6.45736362994e-07,0.0012493950624,-0.00479735012975,-0.04997828453,2.5628780136e-05,1.39761870953e-06
3.518,1789945602.28,6.30703756139e-07,0.00124942920022,0.00500264051649,-0.049975503759,2.67851882302e-05,-6.7156233263e-08
3.538,1789945602.3,-2.01931121085e-06,-0.0032092546701,-0.0030465031442,0.128364117063,-4.50508815074e-05,-6.12129104115e-06
3.558,1789945602.32,6.45848156815e-07,0.00124939506179,-0.00479735012942,-0.0499782845087,2.56332710274e-05,1.39760803482e-06
3.578,1789945602.34,6.30815655186e-07,0.00124942919967,0.00500264051682,-0.0499755037373,2.6789664137e-05,-6.71559684206e-08
3.598,1789945602.36,-2.01959464342e-06,-0.00320925466989,-0.00304650314569,0.128364117044,-4.50626865633e-05,-6.12121761487e-06
3.618,1789945602.38,6.45959861483e-07,0.00124939506125,-0.00479735012909,-0.0499782844875,2.56377616842e-05,1.39759835328e-06
3.638,1789945602.4,6.3092755473e-07,0.00124942919913,0.00500264051715,-0.0499755037155,2.67941400636e-05,-6.71557035805e-08
3.658,1789945602.42,-2.01987807425e-06,-0.00320925466968,-0.00304650314718,0.128364117026,-4.50744914994e-05,-6.12114419644e-06
3.678,1789945602.44,6.46071550723e-07,0.00124939506068,-0.00479735012876,-0.0499782844662,2.56422522073e-05,1.39758708262e-06
3.698,1789945602.46,6.31039453337e-07,0.00124942919858,0.00500264051748,-0.0499755036938,2.67986159527e-05,-6.7155438742e-08
3.718,1789945602.48,-2.02016150247e-06,-0.00320925466947,-0.00304650314866,0.128364117008,-4.50862963497e-05,-6.12107077509e-06
3.738,1789945602.5,6.46183290085e-07,0.00124939506009,-0.00479735012843,-0.0499782844449,2.5646742827e-05,1.3975770038e-06
3.758,1789945602.52,6.31151350486e-07,0.00124942919804,0.00500264051781,-0.0499755036721,2.68030917836e-05,-6.71551739101e-08
3.778,1789945602.54,-2.0204449251e-06,-0.00320925466926,-0.00304650315016,0.12836411699,-4.50981009456e-05,-6.12099735857e-06
3.798,1789945602.56,6.46294961984e-07,0.00124939505954,-0.0047973501281,-0.0499782844237,2.56512331298e-05,1.39756672633e-06
