stamp_sec,receive_sec,x,y,z,qx,qy,qz,qw,yaw_rad
1.758,1790081556.45,1.19705760532e-06,-9.02177751643e-07,0.0249952028415,-2.60067271702e-08,2.49890952604e-05,1.82245854369e-06,0.999999999686,3.64491579103e-06
1.778,1790081556.47,-5.31254641896e-08,-9.17128533069e-07,0.0250000000663,2.70488880515e-10,-1.25594826353e-10,1.85083290113e-06,0.999999999998,3.70166580226e-06
1.798,1790081556.49,-2.01353845289e-06,-9.31642820183e-07,0.0249921563308,2.02899643745e-08,-3.91911956393e-05,1.87817919877e-06,0.99999999923,3.75635681582e-06
1.818,1790081556.51,1.19478855316e-06,-9.41081885773e-07,0.0249952028415,-2.60083235513e-08,2.4989095242e-05,1.90083404776e-06,0.999999999686,3.80166679922e-06
1.838,1790081556.53,-5.53945195762e-08,-9.56032675916e-07,0.0250000000663,2.70488900867e-10,-1.25594837968e-10,1.92920803525e-06,0.999999999998,3.8584160705e-06
1.858,1790081556.55,-2.0158075131e-06,-9.70547088526e-07,0.0249921563308,2.02927597443e-08,-3.91911956527e-05,1.95655397153e-06,0.99999999923,3.91310636148e-06
1.878,1790081556.57,1.19251948891e-06,-9.79985540333e-07,0.0249952028415,-2.60099199139e-08,2.49890952236e-05,1.97920851852e-06,0.999999999686,3.95841574081e-06
1.898,1790081556.59,-5.76635870426e-08,-9.94936339192e-07,0.0250000000663,2.70488921245e-10,-1.25594849555e-10,2.00758213607e-06,0.999999999998,4.01516427214e-06
1.918,1790081556.61,-2.01807658538e-06,-1.0094508773e-06,0.0249921563308,2.02955550785e-08,-3.91911956661e-05,2.03492771098e-06,0.99999999923,4.06985384052e-06
1.938,1790081556.63,1.19025041258e-06,-1.01888871532e-06,0.0249952028415,-2.60115162543e-08,2.49890952052e-05,2.05758195595e-06,0.999999999686,4.11516261575e-06
1.958,1790081556.65,-5.99326665906e-08,-1.03383952289e-06,0.0250000000663,2.70488941613e-10,-1.25594861156e-10,2.08595520356e-06,0.999999999998,4.17191040712e-06
1.978,1790081556.67,-2.02034566975e-06,-1.04835418649e-06,0.0249921563308,2.02983503752e-08,-3.91911956795e-05,2.11330041709e-06,0.99999999923,4.22659925289e-06
1.998,1790081556.69,1.18798132418e-06,-1.05779141074e-06,0.0249952028415,-2.60131125721e-08,2.49890951867e-05,2.13595436005e-06,0.999999999685,4.27190742401e-06
2.018,1790081556.71,-6.22017582134e-08,-1.07274222703e-06,0.0250000000663,2.70488961974e-10,-1.2559487273e-10,2.1643272377e-06,0.999999999998,4.3286544754e-06
2.038,1790081556.73,-2.02261476619e-06,-1.08725701611e-06,0.0249921563308,2.03011456353e-08,-3.91911956929e-05,2.19167208988e-06,0.99999999923,4.38334259862e-06
2.058,1790081556.75,1.18571222369e-06,-1.09669362661e-06,0.0249952028415,-2.60147088738e-08,2.49890951683e-05,2.21432573084e-06,0.999999999685,4.42865016565e-06
2.078,1790081556.77,-6.44708619183e-08,-1.11164445161e-06,0.0250000000663,2.70488982338e-10,-1.2559488429e-10,2.24269823856e-06,0.999999999997,4.48539647712e-06
2.098,1790081556.79,-2.02488387471e-06,-1.12615936619e-06,0.0249921563308,2.03039408585e-08,-3.91911957063e-05,2.27004272936e-06,0.999999999229,4.54008387771e-06
2.118,1790081556.81,1.18344311113e-06,-1.13559536293e-06,0.0249952028415,-2.60163051497e-08,2.49890951499e-05,2.2926960683e-06,0.999999999685,4.58539084065e-06
2.138,1790081556.83,-6.67399776957e-08,-1.15054619664e-06,0.0250000000663,2.70489002698e-10,-1.25594895878e-10,2.3210682061e-06,0.999999999997,4.64213641221e-06
2.158,1790081556.85,-2.02715299531e-06,-1.16506123672e-06,0.0249921563308,2.03067360447e-08,-3.91911957197e-05,2.34841233556e-06,0.999999999229,4.69682309026e-06
2.178,1790081556.87,1.18117398649e-06,-1.17449661972e-06,0.0249952028415,-2.60179014066e-08,2.49890951315e-05,2.37106537253e-06,0.999999999685,4.74212944919e-06
2.198,1790081556.89,-6.90091055544e-08,-1.18944746215e-06,0.0250000000663,2.7048902305e-10,-1.25594907404e-10,2.39943714041e-06,0.999999999997,4.79887428082e-06
2.218,1790081556.91,-2.02942212798e-06,-1.2039626277e-06,0.0249921563308,2.0309531194e-08,-3.91911957331e-05,2.42678090852e-06,0.999999999229,4.85356023633e-06
2.238,1790081556.93,1.17890484977e-06,-1.21339739696e-06,0.0249952028415,-2.60194976431e-08,2.4989095113e-05,2.4494336435e-06,0.999999999685,4.89886599119e-06
2.258,1790081556.95,-7.12782454938e-08,-1.22834824811e-06,0.0250000000663,2.70489043417e-10,-1.25594919093e-10,2.47780504146e-06,0.999999999997,4.95561008292e-06
2.278,1790081556.97,-2.03169127274e-06,-1.24286353916e-06,0.0249921563308,2.03123263067e-08,-3.91911957466e-05,2.50514844823e-06,0.999999999229,5.01029531589e-06
2.298,1790081556.99,1.17663570098e-06,-1.25229769469e-06,0.0249952028415,-2.60210938553e-08,2.49890950946e-05,2.5278008812e-06,0.999999999685,5.05560046666e-06
