stamp_sec,receive_sec,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
0.218,1790081554.9,0,0,-9.8,0,0,0
0.238,1790081554.92,0,0,-9.8,0,0,0
0.258,1790081554.94,0,0,-9.8,0,0,0
0.278,1790081554.96,4.47206282331e-22,5.4989151102e-27,-9.8,-8.35908245758e-27,-2.08617017271e-19,3.68362766005e-25
0.298,1790081554.98,-4.47179830579e-22,-5.49884649429e-27,-9.8,8.34631947745e-27,2.08604677711e-19,-3.68356940008e-25
0.318,1790081555,-2.64519253612e-26,2.71334727355e-32,-9.8,1.26603875522e-29,1.23395604076e-23,-3.75986383328e-35
0.338,1790081555.02,2.89762378611e-34,2.1738889525e-34,-9.8,1.01409760501e-31,-1.35171271115e-31,5.44344298275e-37
0.358,1790081555.04,6.34758709665e-21,7.36602990995e-26,-9.8,-7.87236487297e-27,-2.96108270564e-18,4.91941473269e-24
0.378,1790081555.06,0.0624695608487,6.64458439261e-05,78.160138762,-0.00263147453155,2.4989140705,-8.91180041175e-05
0.398,1790081555.08,1.90791170731e-06,-1.31215652288e-06,0.489999514491,-0.000110291829187,-0.000138562449352,9.44906242385e-05
0.418,1790081555.1,-0.222927527731,-0.000273487156029,-0.40246380498,0.0073619023899,-8.91680466712,0.000472461856661
0.438,1790081555.12,0.222925505354,0.000274870121765,-0.087535713396,-0.00724459211669,8.91695128562,-0.000572133648912
0.458,1790081555.15,2.02231608404e-06,-1.37433714075e-06,0.489999518367,-0.000117655410846,-0.000146620951881,9.96717702267e-05
0.478,1790081555.16,-0.22292752768,-0.00027351805453,-0.402463804964,0.00736318876001,-8.91680466383,0.000472455901745
0.498,1790081555.19,0.222925505314,0.000274901222697,-0.0875357134121,-0.00724588893635,8.91695128275,-0.000572126849188
0.518,1790081555.21,2.02231544644e-06,-1.37431756626e-06,0.489999518367,-0.000117653846149,-0.000146620963027,9.96709255041e-05
0.538,1790081555.23,-0.222927527638,-0.000273549208381,-0.402463805079,0.00736448524138,-8.91680466092,0.000472449959457
0.558,1790081555.25,0.222925505273,0.000274932356764,-0.0875357132965,-0.0072471869883,8.91695127984,-0.000572120054107
0.578,1790081555.27,2.0223146587e-06,-1.37429789786e-06,0.489999518367,-0.00011765227093,-0.000146620962977,9.9670072712e-05
0.598,1790081555.29,-0.222927527597,-0.000273580361827,-0.402463805195,0.00736578170596,-8.91680465801,0.000472444017234
0.618,1790081555.31,0.222925505232,0.000274963490365,-0.0875357131812,-0.00724848502324,8.91695127693,-0.000572113259557
0.638,1790081555.33,2.02231381785e-06,-1.37427817038e-06,0.489999518368,-0.000117650695921,-0.000146620963844,9.96692203853e-05
0.658,1790081555.35,-0.222927527555,-0.000273611514864,-0.402463805311,0.00736707815348,-8.9168046551,0.0004724380751
0.678,1790081555.37,0.222925505191,0.000274994623637,-0.0875357130657,-0.00724978304125,8.91695127402,-0.000572106464941
0.698,1790081555.39,2.02231300851e-06,-1.37425852334e-06,0.489999518368,-0.00011764912068,-0.000146620963082,9.96683679033e-05
0.718,1790081555.41,-0.222927527513,-0.000273642667482,-0.402463805426,0.00736837458365,-8.91680465219,0.000472432133029
0.738,1790081555.43,0.222925505149,0.000275025756463,-0.0875357129499,-0.00725108104185,8.9169512711,-0.000572099670387
0.758,1790081555.45,2.02231214682e-06,-1.37423884741e-06,0.489999518368,-0.00011764754564,-0.000146620961644,9.96675154216e-05
0.778,1790081555.47,-0.222927527471,-0.000273673819691,-0.402463805542,0.00736967099681,-8.91680464928,0.000472426191039
0.798,1790081555.49,0.222925505108,0.000275056888869,-0.0875357128346,-0.00725237902538,8.91695126819,-0.000572092874985
0.818,1790081555.51,2.02231133766e-06,-1.37421916106e-06,0.489999518368,-0.000117645970562,-0.000146620962443,9.96666620086e-05
0.838,1790081555.53,-0.222927527429,-0.000273704971493,-0.402463805657,0.00737096739299,-8.91680464637,0.000472420249129
0.858,1790081555.55,0.222925505067,0.000275088020896,-0.0875357127192,-0.00725367699215,8.91695126528,-0.000572086080282
0.878,1790081555.57,2.02231056059e-06,-1.37419950122e-06,0.489999518368,-0.000117644395376,-0.000146620962335,9.96658092161e-05
0.898,1790081555.59,-0.222927527387,-0.000273736122882,-0.402463805773,0.00737226377205,-8.91680464346,0.000472414307294
0.918,1790081555.61,0.222925505026,0.00027511915253,-0.0875357126036,-0.00725497494167,8.91695126237,-0.000572079285965
0.938,1790081555.63,2.02230974968e-06,-1.37417986433e-06,0.489999518368,-0.000117642820182,-0.00014662096101,9.96649567342e-05
